time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm],Glacier Liquid Storage [mm],Glacier Ice [mm],Depression [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
102,1982-01-11,00:00:00.00,0,2.19851,2.60841,0,0.342349,0,13.3457,0,29.7133,-0.0100135,0.00185503,0.0680927,0,25.4695,0,0,7.01583e-09,-0.00106497,0.188147,71.7262,69.1643,1.64996,-8.52651e-14
103,1982-01-12,00:00:00.00,0,0.272207,2.60839,0,0.342393,0,13.3465,0,29.7132,-0.0100153,0.00167182,0.0693877,0,25.7395,0,0,5.99294e-09,-0.00106497,0.188129,71.9981,69.4365,1.65026,-1.13687e-13
104,1982-01-13,00:00:00.00,0,1.4736,2.60838,0,0.342345,0,13.348,0,29.7129,-0.0100168,0.00158705,0.0702052,0,27.2111,0,0,5.11918e-09,-0.00106497,0.187971,73.4714,70.9101,1.65055,-9.9476e-14
105,1982-01-14,00:00:00.00,0,1.32501,2.60836,0,0.342377,0,13.3501,0,29.7112,-0.0100182,0.00143719,0.0700893,0,28.5358,0,0,4.37281e-09,-0.00106497,0.187852,74.7961,72.2351,1.65083,-1.27898e-13
106,1982-01-15,00:00:00.00,0,0.157427,2.60834,0,0.342339,0,13.3629,0,29.6994,-0.0100193,0.00136306,0.0701337,0,28.6928,0,0,3.73527e-09,-0.00106497,0.18715,74.9533,72.3925,1.65109,-7.10543e-14
107,1982-01-16,00:00:00.00,0,1.46832,2.60834,0,0.342379,0,13.5339,0,29.5395,-0.0100203,0.00123981,0.0793115,0,30.1464,0,0,3.19067e-09,-0.00106497,0.181347,76.4214,73.8609,1.65136,-2.84217e-14
108,1982-01-17,00:00:00.00,0,1.40967,2.60834,0,0.342357,0,13.5373,0,29.5395,-0.0100212,0.00117485,0.085655,0,31.5462,0,0,2.72548e-09,-0.00106497,0.181347,77.8308,75.2705,1.65163,-1.42109e-14
109,1982-01-18,00:00:00.00,0,1.49051,2.60834,0,0.342375,0,13.5378,0,29.5395,-0.010022,0.00107293,0.0857314,0,33.0359,0,0,2.32811e-09,-0.00106497,0.181347,79.321,76.761,1.6519,-1.42109e-14
110,1982-01-19,00:00:00.00,0,1.00229,2.60833,0,0.342354,0,13.6508,0,29.4321,-0.0100227,0.00101592,0.0881887,0,34.0335,0,0,1.98868e-09,-0.00106497,0.177839,80.323,77.7633,1.65217,-8.52651e-14
111,1982-01-20,00:00:00.00,0,2.09265,2.60832,0,0.342376,0,13.7017,0,29.385,-0.0100234,0.000931183,0.0932752,0,36.1177,0,0,1.69873e-09,-0.00106497,0.177218,82.4154,79.856,1.65245,1.42109e-14
112,1982-01-21,00:00:00.00,0,0.213687,2.60832,0,0.342358,0,13.702,0,29.385,-0.0100239,0.000881084,0.0934525,0,36.3307,0,0,1.45106e-09,-0.00106497,0.177203,82.6288,80.0697,1.65272,-1.42109e-14
113,1982-01-22,00:00:00.00,0,0.528285,2.60831,0,0.342368,0,13.7022,0,29.385,-0.0100244,0.000810259,0.0935819,0,36.8584,0,0,1.2395e-09,-0.00106497,0.177203,83.1568,80.5979,1.653,-7.10543e-14
114,1982-01-23,00:00:00.00,0,1.00655,2.6083,0,0.342354,0,13.7025,0,29.385,-0.0100249,0.000766183,0.093485,0,37.8646,0,0,1.05878e-09,-0.00106497,0.177203,84.1631,81.6045,1.65326,-9.9476e-14
115,1982-01-24,00:00:00.00,0,0.484668,2.60829,0,0.342362,0,13.7029,0,29.385,-0.0100253,0.000706684,0.0938962,0,38.3483,0,0,9.04416e-10,-0.00106497,0.177203,84.6475,82.0892,1.65353,-8.52651e-14
116,1982-01-25,00:00:00.00,0,3.22723,2.60829,0,0.342358,0,13.705,0,29.385,-0.0100257,0.000667869,0.0969636,0,41.5701,0,0,7.72555e-10,-0.00106497,0.177184,87.8745,85.3164,1.65379,-4.26326e-14
117,1982-01-26,00:00:00.00,0.000232449,3.12541,2.60829,0,0.342367,0,13.7417,0,29.3518,-0.0100261,0.00061764,0.100158,5.23708e-05,44.6894,0,0,6.59918e-10,-0.00106497,0.176529,90.9999,88.442,1.65405,0
118,1982-01-27,00:00:00.00,0,0.0384652,2.60829,0,0.342357,0,13.8076,0,29.2872,-0.0100264,0.00058343,0.100021,0,44.7277,0,0,5.63703e-10,-0.00106497,0.175396,91.0381,88.4805,1.65431,-2.84217e-14
119,1982-01-28,00:00:00.00,0.057724,0.337686,2.60834,0,0.342448,0,14.0008,2.87787e-19,29.5062,-0.00988417,0.00245211,0.109116,0.614684,44.0779,0,0,4.81517e-10,-0.00106497,0.182237,91.4332,88.8759,1.6546,-7.10543e-14
120,1982-01-29,00:00:00.00,0,0.57054,2.60837,0,0.342382,0,14.151,5.61756e-36,29.3655,-0.00990736,0.00242194,0.112406,0,45.2574,0,0,4.11313e-10,-0.00106497,0.174866,92.0034,89.4465,1.65494,1.42109e-14
121,1982-01-30,00:00:00.00,0,0.0361396,2.60847,0,0.34261,0,14.1621,2.70409e-52,29.3556,-0.00992662,0.00192908,0.112322,0,45.2932,0,0,3.51344e-10,-0.00106497,0.173852,92.0391,89.4826,1.65537,-4.26326e-14
122,1982-01-31,00:00:00.00,0,0.504308,2.60849,0,0.342374,0,14.2028,1.68529e-68,29.3168,-0.00994269,0.00190245,0.112397,0,45.7967,0,0,3.00119e-10,-0.00106497,0.172452,92.5429,89.9869,1.65587,-2.84217e-14
123,1982-02-01,00:00:00.00,4.06281e-07,1.18848,2.60846,0,0.342548,0,14.2268,8.18428e-85,29.2946,-0.00995614,0.00152391,0.113166,4.76307e-08,46.983,0,0,2.56362e-10,-0.00106497,0.171798,93.7309,91.1754,1.65636,-5.68434e-14
124,1982-02-02,00:00:00.00,0,3.7529,2.60844,0,0.342372,0,14.3225,4.21818e-101,29.2029,-0.00996743,0.00150039,0.11497,0,50.732,0,0,2.18985e-10,-0.00106497,0.169722,97.4833,94.9283,1.65683,1.42109e-14
125,1982-02-03,00:00:00.00,0,2.09322,2.60841,0,0.342509,0,14.3557,2.25135e-117,29.1721,-0.00997693,0.00120925,0.117637,0,52.8204,0,0,1.87058e-10,-0.00106497,0.169222,99.5761,97.0215,1.65728,1.42109e-14
126,1982-02-04,00:00:00.00,0,0.458961,2.6084,0,0.342374,0,14.3564,1.22471e-133,29.172,-0.00998493,0.00118847,0.118459,0,53.2777,0,0,1.59785e-10,-0.00106497,0.169192,100.035,97.4805,1.65771,-1.13687e-13
127,1982-02-05,00:00:00.00,0,0.0666472,2.60838,0,0.342474,0,14.3565,6.72903e-150,29.172,-0.00999167,0.000964208,0.118417,0,53.344,0,0,1.36489e-10,-0.00106497,0.169192,100.101,97.5471,1.65812,-2.84217e-14
128,1982-02-06,00:00:00.00,0,0.035472,2.60837,0,0.342369,0,14.3566,3.71608e-166,29.172,-0.00999737,0.000945843,0.118189,0,53.3794,0,0,1.16589e-10,-0.00106497,0.169192,100.136,97.5826,1.65851,-5.68434e-14
129,1982-02-07,00:00:00.00,0,0.0281627,2.60835,0,0.342445,0,14.3566,2.05748e-182,29.172,-0.0100022,0.000772784,0.117973,0,53.4075,0,0,9.95907e-11,-0.00106497,0.169192,100.164,97.6107,1.65888,-8.52651e-14
130,1982-02-08,00:00:00.00,0,1.97647,2.60834,0,0.342366,0,14.445,1.14065e-198,29.0864,-0.0100063,0.000756545,0.118099,0,55.3829,0,0,8.50706e-11,-0.00106497,0.16708,102.14,99.5872,1.65924,-1.13687e-13
131,1982-02-09,00:00:00.00,0,0.226765,2.60832,0,0.342423,0,14.4485,6.32774e-215,29.0833,-0.0100097,0.00062273,0.11837,0,55.6087,0,0,7.26675e-11,-0.00106497,0.167011,102.366,99.814,1.65958,1.42109e-14
132,1982-02-10,00:00:00.00,0,0.0795972,2.60831,0,0.342363,0,14.4487,3.51145e-231,29.0833,-0.0100127,0.000608365,0.118353,0,55.6879,0,0,6.20727e-11,-0.00106497,0.167011,102.446,99.8936,1.65992,-7.10543e-14
133,1982-02-11,00:00:00.00,0,0.0107148,2.6083,0,0.342406,0,14.4487,1.94893e-247,29.0833,-0.0100152,0.000504661,0.118115,0,55.6986,0,0,5.30227e-11,-0.00106497,0.167011,102.456,99.9043,1.66024,-5.68434e-14
134,1982-02-12,00:00:00.00,0,0.069905,2.60829,0,0.342359,0,14.4509,1.08179e-263,29.0812,-0.0100173,0.000491949,0.117895,0,55.7685,0,0,4.52921e-11,-0.00106497,0.166949,102.526,99.9742,1.66055,-5.68434e-14
135,1982-02-13,00:00:00.00,0,0.39139,2.60828,0,0.342392,0,14.4571,6.00487e-280,29.0754,-0.0100191,0.000411374,0.117968,0,56.1592,0,0,3.86886e-11,-0.00106497,0.166824,102.917,100.366,1.66085,-8.52651e-14
136,1982-02-14,00:00:00.00,0,0.749598,2.60827,0,0.342357,0,14.4903,3.33331e-296,29.0441,-0.0100206,0.000400122,0.118479,0,56.9074,0,0,3.30479e-11,-0.00106497,0.165734,103.666,101.115,1.66114,-5.68434e-14
137,1982-02-15,00:00:00.00,0.000565693,1.06643,2.60827,0,0.342384,0,14.6137,1.85034e-312,28.9253,-0.010022,0.000337338,0.120405,0.000421773,57.9699,0,0,2.82296e-11,-0.00106497,0.162972,104.733,102.182,1.66142,0
138,1982-02-16,00:00:00.00,0.0888629,0.322413,2.60856,0,0.342853,0,14.8997,1.4815e-20,28.689,-0.00981757,0.0152185,0.123005,0.191657,58.1244,0,0,2.41138e-11,-0.00106497,0.159898,105.143,102.593,1.66191,2.84217e-14
139,1982-02-17,00:00:00.00,0.034439,0.254433,2.60954,0,0.343868,0,15.0729,6.67685e-19,28.5985,-0.00948381,0.0605606,0.124251,0.148278,58.3203,0,0,2.0598e-11,-0.00106497,0.1633,105.431,102.882,1.66318,-1.42109e-14
140,1982-02-18,00:00:00.00,0.212584,0.442264,2.61117,0,0.344892,0,15.3055,1.00378e-18,29.5932,-0.00916175,0.10143,0.125526,0.843515,56.97,0,0,1.75949e-11,-0.00106497,0.198129,106.083,103.537,1.66585,-1.42109e-14
141,1982-02-19,00:00:00.00,0.0246193,0.0496769,2.61218,0,0.344408,0,15.5273,-1.24938e-18,30.6984,-0.00878267,0.129378,0.126516,1.23578,55.2391,0,0,1.50296e-11,-0.00106497,0.250461,106.154,103.611,1.66968,5.68434e-14
142,1982-02-20,00:00:00.00,0.00831237,0.056025,2.61681,0,0.351968,0,15.8026,-6.33417e-21,30.5979,-0.00892377,0.110348,0.126361,0.317558,56.0462,0,0,1.28383e-11,-0.00106497,0.251003,106.211,103.676,1.67696,-8.52651e-14
143,1982-02-21,00:00:00.00,0.131375,0.0966363,2.61903,0,0.345279,0,16.0037,4.75381e-19,32.5053,-0.0078572,0.134543,0.128017,1.59502,52.6992,0,0,1.09665e-11,-0.00106497,0.406947,106.428,103.904,1.68753,2.84217e-14
144,1982-02-22,00:00:00.00,0.169083,0.20409,2.6233,0,0.357907,0,16.2994,-2.64037e-19,34.6027,-0.00474384,0.276124,0.137794,1.46142,50.3888,0,0,9.36763e-12,-0.00106497,0.645217,106.787,104.277,1.70198,2.84217e-14
145,1982-02-23,00:00:00.00,2.09807,1.11191,2.62699,0,0.34856,0,16.6736,-9.92052e-19,37.8475,-0.00100713,0.323101,0.141737,1.5125,49.3888,0,0,8.00185e-12,-0.00106497,1.11779,109.979,107.487,1.72029,5.68434e-14
146,1982-02-24,00:00:00.00,0,4.5615,2.63368,0,0.36628,0,16.8433,-5.57686e-36,37.6961,-0.00227861,0.276331,0.143762,0.00605318,55.4525,0,0,6.8352e-12,-0.00106497,1.10168,114.516,112.048,1.74398,-8.52651e-14
147,1982-02-25,00:00:00.00,0,3.10593,2.63659,0,0.349036,0,16.9614,-9.60829e-55,37.5896,-0.00309235,0.26383,0.145238,0,58.561,0,0,5.83864e-12,-0.00106497,1.09184,117.594,115.154,1.77193,-5.68434e-14
148,1982-02-26,00:00:00.00,0,0.327346,2.63579,0,0.362894,0,17.0658,7.46312e-71,37.493,-0.00375178,0.223456,0.144991,0,58.888,0,0,4.98738e-12,-0.00106497,1.08427,117.893,115.482,1.80019,-2.27374e-13
149,1982-02-27,00:00:00.00,0,0.0478603,2.6351,0,0.347753,0,17.0931,4.82917e-87,37.4682,-0.00429875,0.213248,0.144639,0,58.9359,0,0,4.26023e-12,-0.00106497,1.08179,117.914,115.53,1.82706,-1.42109e-13
150,1982-02-28,00:00:00.00,0,0.112725,2.63249,0,0.358485,0,17.1958,3.56583e-103,37.3742,-0.00476101,0.181488,0.144515,0,59.0481,0,0,3.6391e-12,-0.00106497,1.07353,118.003,115.642,1.85145,-7.10543e-14
151,1982-03-01,00:00:00.00,0,0.670281,2.63096,0,0.346652,0,17.4001,1.48389e-119,37.1851,-0.00515761,0.173327,0.145189,0,59.7166,0,0,3.10853e-12,-0.00106497,1.05914,118.651,116.313,1.87365,4.26326e-14
152,1982-03-02,00:00:00.00,0,0.00438527,2.62839,0,0.355049,0,17.6442,1.09802e-135,36.9584,-0.005502,0.148316,0.144765,0,59.721,0,0,2.65531e-12,-0.00106497,1.04184,118.635,116.317,1.89346,4.26326e-14
153,1982-03-03,00:00:00.00,0.000205672,5.47737,2.62694,0,0.345833,0,17.7657,4.57122e-152,36.8472,-0.00580404,0.141699,0.146975,0.0001463,65.1939,0,0,2.26817e-12,-0.00106497,1.0337,124.095,121.795,1.91133,-1.13687e-13
154,1982-03-04,00:00:00.00,2.6109e-06,1.68589,2.62481,0,0.352404,0,17.8313,3.3833e-168,36.787,-0.00607117,0.121901,0.146723,1.56989e-06,66.8794,0,0,1.93748e-12,-0.00106497,1.0288,125.765,123.48,1.92724,-5.68434e-14
155,1982-03-05,00:00:00.00,0,0.924479,2.62362,0,0.345218,0,17.9091,1.40857e-184,36.7169,-0.00630915,0.116461,0.15118,0,67.7963,0,0,1.655e-12,-0.00106497,1.02377,126.675,124.405,1.94159,-1.7053e-13
156,1982-03-06,00:00:00.00,0,0.495723,2.62191,0,0.35033,0,17.9328,1.04255e-200,36.6967,-0.00652254,0.10078,0.153209,0,68.2886,0,0,1.4137e-12,-0.00106497,1.02146,127.158,124.901,1.95438,4.26326e-14
157,1982-03-07,00:00:00.00,0,0.0329326,2.62095,0,0.344739,0,17.9395,4.34049e-217,36.6906,-0.00671502,0.0962575,0.152968,0,68.3213,0,0,1.20759e-12,-0.00106497,1.02089,127.18,124.934,1.96595,-1.56319e-13
158,1982-03-08,00:00:00.00,0,0.13342,2.61958,0,0.348695,0,18.0733,3.21261e-233,36.5665,-0.0068896,0.0838021,0.15289,0,68.4541,0,0,1.03153e-12,-0.00106497,1.01165,127.303,125.067,1.97629,-7.10543e-14
159,1982-03-09,00:00:00.00,0,0.500228,2.6188,0,0.344363,0,18.2107,1.33752e-249,36.4397,-0.00704877,0.0800048,0.15633,0,68.9485,0,0,8.81132e-13,-0.00106497,1.0032,127.793,125.567,1.98567,9.9476e-14
160,1982-03-10,00:00:00.00,0,0.0582486,2.6177,0,0.347427,0,18.2631,9.89961e-266,36.3907,-0.00719458,0.0700622,0.156129,0,69.0064,0,0,7.52665e-13,-0.00106497,1.00006,127.843,125.625,1.99409,-7.10543e-14
161,1982-03-11,00:00:00.00,0.0987995,0.554228,2.61721,0,0.344325,0,18.5208,4.08093e-20,36.207,-0.00620811,0.0716344,0.171093,0.17098,69.3941,0,0,6.42928e-13,-0.00106497,0.998694,128.489,126.279,2.00187,-1.13687e-13
162,1982-03-12,00:00:00.00,0.0253229,0.744028,2.61644,0,0.346546,0,18.8956,-3.13805e-36,35.858,-0.00647834,0.0636428,0.172554,0.042549,70.2872,0,0,5.49191e-13,-0.00106497,0.975741,129.251,127.048,2.00905,-1.42109e-13
163,1982-03-13,00:00:00.00,0.0769264,0.944614,2.61603,0,0.344206,0,19.2833,-8.747e-20,35.5979,-0.00571988,0.0625897,0.176937,0.12045,71.0803,0,0,4.6912e-13,-0.00106497,0.990656,130.266,128.069,2.01575,-1.56319e-13
164,1982-03-14,00:00:00.00,0,0.491577,2.61561,0,0.346187,0,19.5743,0,35.3254,-0.00600437,0.0553179,0.177723,0,71.6899,0,0,4.00723e-13,-0.00106497,0.973314,130.751,128.561,2.0221,5.68434e-14
165,1982-03-15,00:00:00.00,0.000137154,0.0399448,2.61522,0,0.343906,0,19.9116,0,35.0074,-0.00624923,0.0525722,0.177876,0.000785653,71.7273,0,0,3.42299e-13,-0.00106497,0.955549,130.785,128.601,2.02812,-1.84741e-13
166,1982-03-16,00:00:00.00,0.105747,1.35593,2.61462,0,0.345502,0,20.2446,0,34.7139,-0.0062579,0.0466295,0.181965,0.187309,72.9657,0,0,2.92392e-13,-0.00106497,0.948036,132.241,130.063,2.03367,-5.68434e-14
167,1982-03-17,00:00:00.00,2.98945,7.2348,2.61435,0,0.343884,0,20.5029,2.66604e-22,36.0923,-0.00424448,0.0443482,0.189936,2.12779,79.4137,0,0,2.49762e-13,-0.00106497,1.13614,142.46,140.287,2.03886,-5.68434e-14
168,1982-03-18,00:00:00.00,0.28828,3.08729,2.61395,0,0.345071,0,20.7476,-1.47995e-38,35.9379,-0.00456574,0.039586,0.191283,0.643862,84.1792,0,0,2.13347e-13,-0.00106497,1.13786,145.831,143.663,2.04376,-1.42109e-13
169,1982-03-19,00:00:00.00,0.0191479,2.60114,2.6136,0,0.34361,0,21.0462,0,35.6626,-0.00494654,0.0376348,0.194933,0.0478939,87.3889,0,0,1.82242e-13,-0.00106497,1.11711,148.446,146.283,2.04832,-1.42109e-13
170,1982-03-20,00:00:00.00,0,4.87667,2.61311,0,0.344524,0,21.3247,0,35.4053,-0.00524916,0.0337937,0.199411,0,92.3053,0,0,1.55671e-13,-0.00106497,1.09903,153.319,151.16,2.05248,-1.42109e-13
171,1982-03-21,00:00:00.00,0,6.81941,2.61277,0,0.343402,0,21.5652,0,35.1813,-0.00550109,0.0321469,0.200457,0,99.1208,0,0,1.32975e-13,-0.00106497,1.08501,160.135,157.979,2.05628,-1.7053e-13
172,1982-03-22,00:00:00.00,0,0.0637315,2.61237,0,0.344117,0,21.8225,0,34.9386,-0.00571892,0.0290298,0.199992,0,99.1843,0,0,1.13587e-13,-0.00106497,1.07061,160.195,158.043,2.05974,-1.13687e-13
173,1982-03-23,00:00:00.00,0,0.0210933,2.61209,0,0.343243,0,22.0688,0,34.7049,-0.00591283,0.027632,0.19952,0,99.2052,0,0,9.70267e-14,-0.00106497,1.05834,160.213,158.064,2.06292,-4.54747e-13
174,1982-03-24,00:00:00.00,0,0.044611,2.61176,0,0.343807,0,22.3227,0,34.4634,-0.00608913,0.0250829,0.198977,0,99.2496,0,0,8.28804e-14,-0.00106497,1.04622,160.254,158.108,2.06584,-8.52651e-14
175,1982-03-25,00:00:00.00,0.00396076,1.89097,2.61154,0,0.343138,0,22.7517,0,34.0615,-0.00625185,0.0238902,0.208823,0.00396075,101.125,0,0,7.07966e-14,-0.00106497,1.02455,162.147,160.003,2.06854,-5.68434e-14
176,1982-03-26,00:00:00.00,0,0.344378,2.61129,0,0.343587,0,23.0539,0,33.7755,-0.00640365,0.0217899,0.21032,0,101.47,0,0,6.04746e-14,-0.00106497,1.00963,162.488,160.348,2.07105,-8.52651e-14
177,1982-03-27,00:00:00.00,0,0.00371112,2.61111,0,0.343041,0,23.1614,0,33.6745,-0.00654632,0.0207668,0.209702,0,101.474,0,0,5.16576e-14,-0.00106497,1.0033,162.49,160.351,2.07339,2.27374e-13
178,1982-03-28,00:00:00.00,9.43125e-06,0.0103457,2.6109,0,0.343394,0,23.4553,0,33.3964,-0.00668113,0.0190236,0.209019,8.4381e-05,101.484,0,0,4.4126e-14,-0.00106497,0.987711,162.498,160.362,2.07558,5.68434e-14
179,1982-03-29,00:00:00.00,0.0041947,0.110142,2.61074,0,0.342957,0,23.8795,0,32.9937,-0.00680901,0.0181418,0.20863,0.00813824,101.59,0,0,3.76926e-14,-0.00106497,0.966685,162.61,160.476,2.07763,-1.13687e-13
180,1982-03-30,00:00:00.00,0.317184,1.13005,2.61056,0,0.34324,0,24.2507,0,32.6667,-0.00686178,0.0166846,0.208439,0.4246,102.59,0,0,3.21971e-14,-0.00106497,0.952796,164.056,161.923,2.07954,-5.68434e-14
181,1982-03-31,00:00:00.00,0.194607,0.970175,2.61044,0,0.3429,0,24.6465,0,32.3433,-0.00667547,0.015921,0.207928,0.41787,103.694,0,0,2.75028e-14,-0.00106497,0.947233,165.219,163.088,2.08134,-2.55795e-13
182,1982-04-01,00:00:00.00,2.80416e-05,0.0719684,2.6103,0,0.343123,0,25.0546,0,31.9557,-0.00680764,0.0146946,0.20764,0.0145248,104.169,0,0,2.3493e-14,-0.00106497,0.927041,165.289,163.16,2.08304,-1.42109e-13
183,1982-04-02,00:00:00.00,9.60083e-05,1.38849,2.61019,0,0.342847,0,25.3083,0,31.7165,-0.00693077,0.0140305,0.213728,9.60083e-05,105.562,0,0,2.00677e-14,-0.00106497,0.915808,166.676,164.549,2.08465,-8.52651e-14
184,1982-04-03,00:00:00.00,0.00126114,0.626209,2.61008,0,0.343029,0,25.6547,0,31.3841,-0.00704679,0.0129917,0.213696,0.00796077,106.181,0,0,1.71419e-14,-0.00106497,0.902515,167.302,165.176,2.08618,-1.13687e-13
185,1982-04-04,00:00:00.00,0,0.981899,2.60998,0,0.342799,0,25.8935,0,31.156,-0.00715693,0.0124117,0.215453,0,107.167,0,0,1.46427e-14,-0.00106497,0.893122,168.282,166.158,2.08764,0
186,1982-04-05,00:00:00.00,0,2.4812,2.60989,0,0.342953,0,25.9492,0,31.1049,-0.00726199,0.0115264,0.218579,0,109.643,0,0,1.25078e-14,-0.00106497,0.890732,170.762,168.639,2.08902,-1.98952e-13
187,1982-04-06,00:00:00.00,0,1.81218,2.60981,0,0.342762,0,26.0489,0,31.0103,-0.00736254,0.0110179,0.218816,0,111.453,0,0,1.06842e-14,-0.00106497,0.886689,172.573,170.451,2.09035,-2.27374e-13
188,1982-04-07,00:00:00.00,0,0.370124,2.60973,0,0.342883,0,26.2208,0,30.8453,-0.00745897,0.0102591,0.218911,0,111.822,0,0,9.12646e-15,-0.00106497,0.880292,172.942,170.822,2.09162,5.68434e-14
189,1982-04-08,00:00:00.00,0,2.35651,2.60967,0,0.342738,0,26.451,0,30.6265,-0.00755158,0.00981173,0.223932,0,114.17,0,0,7.79584e-15,-0.00106497,0.871626,175.297,173.178,2.09283,-2.55795e-13
190,1982-04-09,00:00:00.00,0,1.4601,2.60961,0,0.342838,0,26.7517,0,30.3382,-0.00764062,0.00915781,0.224107,0,115.629,0,0,6.65922e-15,-0.00106497,0.860115,176.756,174.638,2.09401,5.68434e-14
191,1982-04-10,00:00:00.00,0,1.30047,2.60956,0,0.342709,0,27.0164,0,30.086,-0.00772629,0.00876286,0.225823,0,116.926,0,0,5.68832e-15,-0.00106497,0.849367,178.055,175.939,2.09514,8.52651e-14
192,1982-04-11,00:00:00.00,0,0.465379,2.6095,0,0.342792,0,27.4143,0,29.7044,-0.00780877,0.00819655,0.226079,0,117.389,0,0,4.85898e-15,-0.00106497,0.834025,178.52,176.404,2.09624,-8.52651e-14
193,1982-04-12,00:00:00.00,0.00092194,0.00588972,2.60946,0,0.342698,0,27.8313,-3.86961e-19,29.4177,-0.00696807,0.00787732,0.225425,0.392763,116.863,0,0,4.15055e-15,-0.00106497,0.843029,178.525,176.411,2.0973,-1.7053e-13
194,1982-04-13,00:00:00.00,0.198025,0.224608,2.6113,0,0.345582,0,28.4172,-7.91766e-19,30.7794,0.00229925,0.0989851,0.225131,1.39093,113.947,0,0,3.54541e-15,-0.00106497,1.12936,178.946,176.833,2.09928,-1.7053e-13
195,1982-04-14,00:00:00.00,0.0794676,0.0370772,2.61612,0,0.349202,0,29.094,1.46678e-18,36.0085,0.0175315,0.175312,0.225147,3.25495,105.431,0,0,3.0285e-15,-0.00106497,1.88689,179.057,176.95,2.10478,-5.68434e-14
196,1982-04-15,00:00:00.00,0.0420546,0.126297,2.62349,0,0.35654,0,29.8232,-5.33883e-19,38.4011,0.0561956,0.208093,0.228064,2.13832,102.096,0,0,2.58695e-15,-0.00106497,3.28137,179.212,177.118,2.11869,5.68434e-14
197,1982-04-16,00:00:00.00,0.369499,0.23667,2.63479,0,0.378457,0,30.6203,7.26856e-20,43.243,0.185842,0.204373,0.22886,1.96767,94.1793,0,0,2.20978e-15,-0.00106497,6.13695,179.778,177.725,2.15793,-5.68434e-14
198,1982-04-17,00:00:00.00,0.097268,0.0743385,2.64556,0,0.376404,0,31.2595,4.98495e-36,43.581,0.194007,0.184418,0.228356,0.593277,93.7537,0,0,1.8876e-15,-0.00106497,7.07533,179.89,177.896,2.21756,0
199,1982-04-18,00:00:00.00,0.0109487,0.0415084,2.64635,0,0.364074,0,31.8612,8.16029e-69,43.0128,0.164681,0.171385,0.227885,0.0479514,94.3319,0,0,1.61239e-15,-0.00106497,7.06052,179.888,177.949,2.27279,2.84217e-14
200,1982-04-19,00:00:00.00,0.0304089,0.150536,2.64309,0,0.362516,0,32.6023,4.52987e-85,42.9749,0.179397,0.155573,0.22953,0.438627,92.7668,0,0,1.37731e-15,-0.00106497,7.67154,180.023,178.13,2.31817,5.68434e-14
201,1982-04-20,00:00:00.00,0.310805,0.794037,2.64105,0,0.358178,0,33.2019,2.51458e-101,42.9568,0.198705,0.14563,0.231919,0.382615,92.7407,0,0,1.1765e-15,-0.00106497,8.23344,181.09,179.234,2.35644,1.98952e-13
202,1982-04-21,00:00:00.00,0.0733394,0.351116,2.63873,0,0.357378,0,33.6515,1.39587e-117,42.5406,0.186285,0.132142,0.231978,0.086882,93.4131,0,0,1.00497e-15,-0.00106497,8.2433,181.481,179.659,2.38986,5.68434e-14
203,1982-04-22,00:00:00.00,0.00424028,0.0122682,2.63582,0,0.352867,0,34.2779,7.74866e-134,41.9582,0.176356,0.124156,0.231307,0.0365378,93.4338,0,0,8.58447e-16,-0.00106497,8.2428,181.469,179.675,2.41855,8.52651e-14
204,1982-04-23,00:00:00.00,0.000289547,0.000318385,2.63599,0,0.358509,0,35.4221,-8.37678e-19,46.4177,0.244638,0.115223,0.230496,1.4674,85.014,0,0,7.33287e-16,-0.00106497,9.53758,181.443,179.676,2.44528,1.42109e-13
205,1982-04-24,00:00:00.00,0.000208432,8.76193e-05,2.64523,0,0.381051,0,37.2969,3.62311e-18,64.6866,0.359413,0.238603,0.229675,1.90165,60.6684,0,0,6.26375e-16,-0.00106497,12.9906,181.397,179.676,2.49114,-2.84217e-14
206,1982-04-25,00:00:00.00,0.00167428,0.00149623,2.66517,0,0.419315,0,39.4194,6.07105e-18,78.7711,0.497339,0.607558,0.228898,1.2333,38.9927,0,0,5.35051e-16,-0.00106497,18.4706,181.304,179.679,2.58711,5.68434e-14
207,1982-04-26,00:00:00.00,0.0444459,0.107198,2.68477,0,0.408998,0,41.2121,-1.00005e-19,84.4625,0.512105,0.959928,0.230767,0.792879,29.1397,0,0,4.57042e-16,-0.00106497,20.929,181.332,179.831,2.71136,-5.68434e-14
208,1982-04-27,00:00:00.00,0.0573813,0.0615827,2.6982,0,0.40474,0,42.7056,-1.16181e-20,83.7523,0.462924,0.963214,0.231013,0.424411,28.1432,0,0,3.90406e-16,-0.00106497,21.5501,181.335,179.95,2.8272,2.84217e-14
209,1982-04-28,00:00:00.00,0.000390919,0.000393313,2.70368,0,0.392732,0,44.4064,-4.16536e-20,82.7348,0.438871,0.952526,0.230238,0.349394,27.0793,0,0,3.33486e-16,-0.00106497,21.9411,181.228,179.951,2.93474,-5.68434e-14
