,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
2861,1989-07,2.50031,3.09508,2.31514,3.08833,0,2.86025,2.88984,3.42727,2.78315,1.48126,1.36063,3.34796,3.01741,3.03938,2.88354,2.26408,1.85168,1.386,1.14106,0,0,0,
2892,1989-08,1.55391,1.91421,1.57676,1.90151,0,2.05535,1.6406,2.84077,1.94617,0.905194,0.992596,2.06237,1.82899,2.01389,1.78441,1.5335,1.313,0.89982,0.791268,0,0,0,
2922,1989-09,1.23661,1.4614,1.25928,1.45294,0,1.45925,1.70065,1.84538,1.13976,0.864024,0.949096,1.41375,1.46208,1.54144,1.42772,1.12444,0.957046,0.705708,0.590687,0,0,0,
2953,1989-10,0.495065,0.662148,0.628534,0.648411,0,0.683624,0.61968,0.911276,0.463478,0.254674,0.440379,0.655897,0.639278,0.757826,0.625621,0.417081,0.340978,0.257302,0.169753,0,0,0,
2983,1989-11,0.0718579,0.26456,0.240453,0.247779,0,0.285287,0.341552,0.382051,0.151548,0,0.288834,0.305363,0.244364,0.278802,0.117283,0.0783452,0.0976849,0.127816,0.045735,0,0,0,
3014,1989-12,0.0246181,0.130755,0.130209,0.120699,0,0.169485,0.201432,0.174085,0.0928729,0,0.200257,0.140518,0.12274,0.144708,0.0462712,0.0355052,0.0631443,0.0763838,0.032678,0,0,0,
3045,1990-01,0.0262448,0.167958,0.159235,0.155043,0,0.207161,0.257013,0.26136,0.0854449,0,0.295675,0.192877,0.155832,0.174713,0.0494608,0.0415481,0.0830901,0.133926,0.038925,0,0,0,
3073,1990-02,0.0302443,0.193528,0.208025,0.17708,0,0.267331,0.319835,0.310803,0.152231,0,0.286202,0.225046,0.173571,0.216334,0.066603,0.0498343,0.0889456,0.138748,0.042239,0,0,0,
3104,1990-03,0.0585545,0.517137,0.471635,0.476446,0,0.688996,0.824104,0.789829,0.458887,0,0.402305,0.716342,0.438679,0.502413,0.160101,0.10388,0.147921,0.206949,0.0677871,0,0,0,
3134,1990-04,0.389292,1.54241,0.979152,1.46875,0,1.07969,1.7887,1.75697,1.02272,0,0.684157,1.68728,1.5366,1.38271,0.656576,0.254762,0.258133,0.280338,0.0881531,0,0,0,
3165,1990-05,1.16151,2.0528,1.43687,2.0074,0,1.59898,2.3487,2.35131,1.56682,0,0.936045,2.10704,2.04308,2.05367,1.56274,0.850622,0.456563,0.356702,0.0979314,0,0,0,
3195,1990-06,2.1193,2.48256,2.06592,2.47463,0,2.39142,2.5281,2.45917,2.30557,0,1.22198,2.66691,2.37234,2.64022,2.47736,1.95877,1.5259,0.957365,0.312015,0,0,0,
3226,1990-07,1.90705,1.97424,2.07458,1.96144,0,2.58475,1.68496,0.874732,2.54126,1.37736,1.17595,1.72613,1.94557,2.42084,2.22554,1.84542,1.61102,1.24014,0.984423,0,0,0,
3257,1990-08,1.45892,1.53564,1.86184,1.50752,0,2.28637,1.04681,1.84786,1.97547,1.0315,1.09022,1.27908,1.49063,2.04055,1.70136,1.60188,1.3836,0.948497,0.853616,0,0,0,
3287,1990-09,0.782573,0.706958,1.18826,0.683419,0,1.63941,0.476293,0.40565,0.952261,0.710864,0.689543,0.529771,0.625332,1.21591,0.961892,0.887027,0.893631,0.611744,0.552262,0,0,0,
3318,1990-10,0.188232,0.237683,0.474064,0.21789,0,0.60345,0.191848,0.155315,0.317525,0.0393649,0.486161,0.173164,0.20748,0.416988,0.282244,0.221168,0.229318,0.23057,0.0920057,0,0,0,
3348,1990-11,0.0827815,0.130688,0.220518,0.120399,0,0.26215,0.120034,0.194154,0.137802,0,0.389885,0.134221,0.110162,0.190276,0.115164,0.10364,0.141358,0.166262,0.056252,0,0,0,
3379,1990-12,0.0176918,0.0511262,0.0771232,0.0462879,0,0.104454,0.07844,0.0909313,0.0499843,0,0.163936,0.0592362,0.043352,0.0641419,0.0276835,0.0254567,0.0512105,0.0771037,0.0254351,0,0,0,
3410,1991-01,0.016661,0.048512,0.0898927,0.0428421,0,0.126651,0.0741254,0.0819509,0.0680612,0,0.184765,0.0500018,0.0410679,0.0683782,0.0295599,0.0270852,0.0538434,0.0814642,0.0254913,0,0,0,
3438,1991-02,0.0455944,0.23129,0.305567,0.208894,0,0.439915,0.46849,0.394607,0.234166,0,0.3734,0.280534,0.195621,0.276448,0.112017,0.0725101,0.0997302,0.118502,0.0389754,0,0,0,
3469,1991-03,0.0541584,0.468824,0.420753,0.432472,0,0.581024,0.743426,0.855239,0.459334,0,0.388117,0.702857,0.391555,0.397362,0.141445,0.0956271,0.126743,0.176946,0.0482645,0,0,0,
3499,1991-04,0.333065,1.42796,0.92901,1.35573,0,0.995994,1.48634,1.53975,0.910345,0,0.549321,1.53317,1.41767,1.34699,0.586121,0.201697,0.209441,0.251953,0.0722804,0,0,0,
3530,1991-05,1.28266,2.09738,1.52223,2.05664,0,1.66584,2.11232,2.28395,1.56908,0,0.907027,2.26153,2.06085,2.0206,1.65329,1.11747,0.517813,0.387529,0.105547,0,0,0,
3560,1991-06,1.94426,2.69763,1.82872,2.68149,0,2.12295,2.81483,2.92076,2.1986,0.0496789,1.23715,2.86249,2.69319,2.52552,2.239,1.79723,1.4593,0.955278,0.303137,0,0,0,
3591,1991-07,2.19962,2.84703,2.15271,2.82981,0,2.60276,1.96334,3.08948,2.45564,1.27822,1.20938,3.17835,2.74586,2.75536,2.55904,2.01687,1.64836,1.20866,0.934695,0,0,0,
3622,1991-08,1.59994,2.23391,1.84353,2.19856,0,2.28338,0.610663,2.27739,1.39599,0.942045,0.984649,2.31135,2.15303,2.43017,1.95541,1.45348,1.24992,0.850913,0.780827,0,0,0,
3652,1991-09,0.682413,0.932612,1.14594,0.895207,0,1.47754,0.304753,0.578466,0.537127,0.5879,0.625286,0.70684,0.915571,1.30436,0.91545,0.658055,0.605107,0.467864,0.421535,0,0,0,
3683,1991-10,0.279857,0.366903,0.565389,0.345956,0,0.745043,0.149504,0.338701,0.24858,0.222527,0.311359,0.340671,0.321668,0.545612,0.402171,0.283963,0.273035,0.23356,0.191394,0,0,0,
3713,1991-11,0.0190682,0.109494,0.181754,0.0962841,0,0.246306,0.116497,0.143637,0.0818732,0,0.189497,0.110402,0.0916522,0.165461,0.0590947,0.0312758,0.0560455,0.0741554,0.027405,0,0,0,
3744,1991-12,0.0172006,0.10185,0.15218,0.0905892,0,0.191036,0.144497,0.217598,0.0552369,0,0.19992,0.119878,0.0837514,0.136424,0.0465482,0.0271669,0.0505996,0.0807807,0.0241156,0,0,0,
