time,date,hour,precip [mm/day],sub113496 [m3/s],sub113496 (observed) [m3/s],sub113500 [m3/s],sub113500 (observed) [m3/s],sub113518 [m3/s],sub113518 (observed) [m3/s],sub113637 [m3/s],sub113675 [m3/s],sub113741 [m3/s],sub113827 [m3/s],sub113850 [m3/s],sub113862 [m3/s],sub113884 [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub114036 [m3/s],sub114115 [m3/s],sub114119 [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114285 [m3/s],sub114383 [m3/s],sub114428 [m3/s]
83,1981-12-23,00:00:00.00,0.0304594,0.0572498,1.2713,0.63787,3.18269,0.695026,3.80566,0.00803156,4.61577e-05,1.7019e-05,0.000121858,0.066621,8.83168e-06,4.32632e-05,0.003438,1.38226e-05,0.163587,0.00355978,0,1.68032e-05,3.96522e-09,0.0261874,0.0100537,0.000722354
84,1981-12-24,00:00:00.00,0.103157,0.057064,1.10726,0.624205,2.9337,0.664739,3.64162,0.00763783,4.71344e-05,1.64209e-05,0.000117644,0.0563051,8.52412e-06,4.17528e-05,0.00310262,1.33469e-05,0.153957,0.00333438,0,1.6218e-05,3.82694e-09,0.0246224,0.00909535,0.000608674
85,1981-12-25,00:00:00.00,0.0919676,0.0494495,1.06625,0.503679,2.72279,0.554562,3.51566,0.00729747,3.93455e-05,1.58459e-05,0.000113296,0.0476933,8.22728e-06,4.02966e-05,0.00285668,1.28821e-05,0.144929,0.00312743,0,1.56533e-05,3.69356e-09,0.023151,0.00835316,0.000513063
86,1981-12-26,00:00:00.00,0.788101,0.0492892,1.10726,0.49185,2.62221,0.527966,3.38677,0.00694102,3.18019e-05,1.52923e-05,0.000108972,0.0403104,7.94077e-06,3.8892e-05,0.00257811,1.24335e-05,0.13645,0.00293017,0,1.51082e-05,3.56487e-09,0.0217676,0.00755697,0.000432641
87,1981-12-27,00:00:00.00,1.06953,0.0432769,1.06625,0.400168,2.46794,0.44375,3.17586,0.00663256,2.67231e-05,1.47586e-05,0.000104829,0.0341471,7.66424e-06,3.75369e-05,0.00237382,1.20005e-05,0.128463,0.00274879,0,1.4582e-05,3.44068e-09,0.020467,0.00694038,0.000364989
88,1981-12-28,00:00:00.00,0.32676,0.0431468,1.06625,0.390896,2.4113,0.423048,3.09091,0.00630974,2.34511e-05,1.42441e-05,0.000100933,0.0288631,7.39734e-06,3.62292e-05,0.0021424,1.15826e-05,0.120933,0.00257604,0,1.40742e-05,3.32084e-09,0.0192441,0.00627892,0.000308074
89,1981-12-29,00:00:00.00,2.56031,0.0385574,1.02524,0.322175,2.28534,0.361208,2.93663,0.00603008,2.12645e-05,1.37476e-05,9.72668e-05,0.0244519,7.13973e-06,3.49673e-05,0.00197267,1.11792e-05,0.114169,0.00241698,0,1.35841e-05,3.20518e-09,0.0180944,0.00576666,0.000260185
90,1981-12-30,00:00:00.00,0.523501,0.0385718,0.984235,0.316591,2.21602,0.348408,2.81067,0.00573762,1.97225e-05,1.32687e-05,9.37895e-05,0.02067,6.8911e-06,3.37495e-05,0.00178041,1.07899e-05,0.108212,0.0022656,0,1.3111e-05,3.09356e-09,0.0170134,0.00521713,0.000219885
91,1981-12-31,00:00:00.00,0.0156505,0.034655,0.943225,0.263048,2.11837,0.299267,2.68471,0.00548401,1.85668e-05,1.28065e-05,9.04705e-05,0.0175126,6.65112e-06,3.25741e-05,0.0016394,1.04142e-05,0.102537,0.00212604,0,1.26545e-05,2.98582e-09,0.015997,0.00479155,0.000185967
92,1982-01-01,00:00:00.00,0.091128,0.0344914,0.902215,0.25744,2.04905,0.286848,2.58706,0.00521899,1.76459e-05,1.23604e-05,8.7289e-05,0.0148056,6.4195e-06,3.14397e-05,0.00147966,1.00515e-05,0.0969379,0.0019933,0,1.22138e-05,2.88184e-09,0.0150414,0.004335,0.000157415
93,1982-01-02,00:00:00.00,0.164142,0.0314535,0.797658,0.216859,1.88786,0.249408,2.42587,0.00498893,1.68709e-05,1.193e-05,8.42312e-05,0.0125455,6.19595e-06,3.03448e-05,0.00136249,9.70148e-06,0.0915206,0.00187078,0,1.17884e-05,2.78148e-09,0.0141428,0.00398143,0.000133375
94,1982-01-03,00:00:00.00,1.85845,0.0313988,0.761401,0.213013,1.79496,0.240342,2.33298,0.00474871,1.61895e-05,1.15145e-05,8.12873e-05,0.0106078,5.98018e-06,2.9288e-05,0.00122977,9.36364e-06,0.0864218,0.00175434,0,1.13779e-05,2.68462e-09,0.013298,0.00360213,0.000113129
95,1982-01-04,00:00:00.00,0.0939374,0.0289918,0.761401,0.181837,1.79496,0.211387,2.27635,0.00453996,1.55708e-05,1.11135e-05,7.84503e-05,0.00898997,5.77192e-06,2.82681e-05,0.00113242,9.03755e-06,0.0816874,0.00164672,0,1.09817e-05,2.59113e-09,0.0125037,0.00330837,9.60743e-05
96,1982-01-05,00:00:00.00,0.247054,0.029186,0.725144,0.179477,1.73039,0.204836,2.21178,0.00432215,1.49964e-05,1.07265e-05,7.57147e-05,0.00760282,5.57092e-06,2.72837e-05,0.00102215,8.72283e-06,0.0772681,0.00154451,0,1.05993e-05,2.5009e-09,0.0117568,0.00299324,8.17034e-05
97,1982-01-06,00:00:00.00,2.7736,0.0278644,0.725144,0.158551,1.73039,0.1863,2.18346,0.00413268,1.44553e-05,1.03529e-05,7.30759e-05,0.00644462,5.37692e-06,2.63335e-05,0.000941255,8.41906e-06,0.0732902,0.00144995,0,1.02302e-05,2.4138e-09,0.0110546,0.00274918,6.95899e-05
98,1982-01-07,00:00:00.00,0.388421,0.0281628,0.725144,0.158536,1.73039,0.184245,2.15514,0.00393515,1.3941e-05,9.99237e-06,7.05299e-05,0.00545151,5.18967e-06,2.54165e-05,0.000849629,8.12588e-06,0.0697852,0.0013602,0,9.8739e-06,2.32975e-09,0.0103943,0.00248736,5.93751e-05
99,1982-01-08,00:00:00.00,0.00960424,0.0266115,0.725144,0.140785,1.73039,0.168083,2.15514,0.00376314,1.3449e-05,9.6444e-06,6.8073e-05,0.00462227,5.00895e-06,2.45314e-05,0.000782413,7.8429e-06,0.0664481,0.00127707,0,9.53005e-06,2.24861e-09,0.00977346,0.00228459,5.07575e-05
100,1982-01-09,00:00:00.00,0.350019,0.0264863,0.761401,0.138626,1.82328,0.163361,2.1914,0.00358395,1.29769e-05,9.30854e-06,6.5702e-05,0.00391119,4.83451e-06,2.36771e-05,0.000706279,7.56978e-06,0.0630918,0.00119821,0,9.19817e-06,2.17031e-09,0.00918971,0.00206706,4.34838e-05
101,1982-01-10,00:00:00.00,1.76672,0.0253843,0.797658,0.124738,1.88786,0.150092,2.25597,0.00342773,1.25228e-05,8.98438e-06,6.34137e-05,0.0033174,4.66616e-06,2.28526e-05,0.000650425,7.30617e-06,0.0597883,0.0011251,0,8.87786e-06,2.09473e-09,0.00864084,0.00189858,3.73408e-05
102,1982-01-11,00:00:00.00,2.19851,0.0254143,0.797658,0.123217,1.88786,0.146743,2.28429,0.00326514,1.20854e-05,8.6715e-06,6.12053e-05,0.00280818,4.50366e-06,2.20567e-05,0.000587163,7.05174e-06,0.0570292,0.00105579,0,8.56869e-06,2.02178e-09,0.00812475,0.00171786,3.21493e-05
103,1982-01-12,00:00:00.00,0.272207,0.0244494,0.833915,0.113217,1.92411,0.137921,2.34886,0.00312323,1.16638e-05,8.36952e-06,5.90738e-05,0.00238291,4.34683e-06,2.12886e-05,0.000540748,6.80617e-06,0.0549633,0.000991472,0,8.27029e-06,1.95137e-09,0.00763949,0.00157787,2.77586e-05
104,1982-01-13,00:00:00.00,1.4736,0.0244972,0.833915,0.113124,1.95243,0.137093,2.34886,0.00297565,1.12572e-05,8.07806e-06,5.70165e-05,0.00201818,4.19545e-06,2.05473e-05,0.000488179,6.56915e-06,0.0530917,0.000930525,0,7.98229e-06,1.88342e-09,0.00718322,0.00142771,2.40421e-05
105,1982-01-14,00:00:00.00,1.32501,0.023637,0.833915,0.105082,1.98075,0.129992,2.34886,0.0028467,1.08649e-05,7.79675e-06,5.50309e-05,0.00171354,4.04935e-06,1.98317e-05,0.000449607,6.34038e-06,0.0510908,0.000873921,0,7.70431e-06,1.81783e-09,0.0067542,0.0013114,2.08932e-05
106,1982-01-15,00:00:00.00,0.157427,0.0235222,0.833915,0.103737,2.00906,0.127309,2.37718,0.00271271,1.04864e-05,7.52524e-06,5.31145e-05,0.00145223,3.90833e-06,1.91411e-05,0.000405923,6.11958e-06,0.0488928,0.00082031,0,7.43602e-06,1.75453e-09,0.00635081,0.00118664,1.82223e-05
107,1982-01-16,00:00:00.00,1.46832,0.0244044,0.833915,0.104836,2.00906,0.130125,2.37718,0.0025955,1.01211e-05,7.26318e-06,5.12648e-05,0.00123393,3.77223e-06,1.84745e-05,0.000373866,5.90647e-06,0.0468646,0.000770478,0,7.17706e-06,1.69343e-09,0.00597151,0.00108999,1.59541e-05
108,1982-01-17,00:00:00.00,1.40967,0.026938,0.833915,0.115808,2.00906,0.1433,2.4055,0.00247381,9.76861e-06,7.01024e-06,4.94796e-05,0.00104666,3.64086e-06,1.78312e-05,0.000337564,5.70079e-06,0.0454445,0.000723303,0,6.92713e-06,1.63445e-09,0.00561487,0.000986328,1.40251e-05
109,1982-01-18,00:00:00.00,1.49051,0.0274573,0.870173,0.11545,2.07364,0.145186,2.47007,0.00236725,9.42839e-06,6.76612e-06,4.77565e-05,0.000890178,3.51407e-06,1.72102e-05,0.000310922,5.50226e-06,0.0443284,0.000679419,0,6.6859e-06,1.57754e-09,0.00527953,0.000906024,1.23822e-05
110,1982-01-19,00:00:00.00,1.00229,0.0283538,0.870173,0.116358,2.10195,0.145511,2.49839,0.0022567,9.10004e-06,6.53049e-06,4.60934e-05,0.000755908,3.3917e-06,1.66109e-05,0.000280752,5.31065e-06,0.0429462,0.000637894,0,6.45307e-06,1.5226e-09,0.00496422,0.000819888,1.09805e-05
111,1982-01-20,00:00:00.00,2.09265,0.0297936,0.90643,0.118693,2.16653,0.148012,2.53465,0.00215978,8.78313e-06,6.30307e-06,4.44882e-05,0.000643681,3.27359e-06,1.60324e-05,0.000258608,5.12571e-06,0.0413168,0.000599238,0,6.22834e-06,1.46958e-09,0.00466775,0.000753159,9.78226e-06
112,1982-01-21,00:00:00.00,0.213687,0.0306321,0.90643,0.123238,2.16653,0.152801,2.56296,0.00205933,8.47726e-06,6.08357e-06,4.2939e-05,0.000547359,3.15959e-06,1.54741e-05,0.000233535,4.94721e-06,0.0396989,0.000562675,0,6.01145e-06,1.4184e-09,0.00438897,0.000681586,8.75574e-06
113,1982-01-22,00:00:00.00,0.528285,0.0301478,0.90643,0.120399,2.16653,0.150544,2.56296,0.00197115,8.18204e-06,5.87172e-06,4.14437e-05,0.00046682,3.04956e-06,1.49352e-05,0.000215128,4.77493e-06,0.0381778,0.000528615,0,5.8021e-06,1.36901e-09,0.00412685,0.000626135,7.87426e-06
114,1982-01-23,00:00:00.00,1.00655,0.0299077,0.90643,0.119341,2.16653,0.148919,2.59128,0.00187984,7.89711e-06,5.66724e-06,4.00004e-05,0.000397672,2.94336e-06,1.44151e-05,0.000194289,4.60865e-06,0.0367614,0.000496412,0,5.60005e-06,1.32133e-09,0.00388039,0.000566661,7.11535e-06
115,1982-01-24,00:00:00.00,0.484668,0.029479,0.942687,0.11669,2.20278,0.146315,2.62754,0.0017996,7.6221e-06,5.46988e-06,3.86074e-05,0.000339827,2.84086e-06,1.39131e-05,0.000178988,4.44816e-06,0.0354601,0.000466393,0,5.40503e-06,1.27532e-09,0.00364864,0.000520581,6.4601e-06
116,1982-01-25,00:00:00.00,3.22723,0.0297586,1.0152,0.117832,2.36025,0.147852,2.84164,0.00171658,7.35666e-06,5.2794e-06,3.7263e-05,0.00029014,2.74193e-06,1.34286e-05,0.000161667,4.29325e-06,0.0348361,0.000438022,0,5.21681e-06,1.2309e-09,0.00343074,0.000471159,5.8926e-06
117,1982-01-26,00:00:00.00,3.12564,0.030755,1.08772,0.119604,2.57435,0.150113,3.14068,0.00164352,7.10047e-06,5.09555e-06,3.59653e-05,0.00024855,2.64644e-06,1.2961e-05,0.000148947,4.14374e-06,0.0351792,0.00041156,0,5.03514e-06,1.18804e-09,0.00322585,0.000432864,5.39945e-06
118,1982-01-27,00:00:00.00,0.0384652,0.0315314,1.30526,0.121097,2.99011,0.151139,3.61308,0.00156802,6.8532e-06,4.9181e-06,3.47129e-05,0.000212805,2.55428e-06,1.25096e-05,0.000134548,3.99944e-06,0.0355267,0.000386559,0,4.85979e-06,1.14667e-09,0.0030332,0.000391794,4.96935e-06
119,1982-01-28,00:00:00.00,0.39541,0.0335313,1.45029,0.177082,3.47494,0.200826,4.06959,0.00159806,6.61455e-06,4.74683e-06,3.40859e-05,0.000187394,2.46533e-06,1.2074e-05,0.000295239,9.82951e-06,0.0350887,0.000363227,0,4.69055e-06,1.10674e-09,0.00285205,0.00040161,4.59281e-06
120,1982-01-29,00:00:00.00,0.57054,0.0365476,1.45029,0.198821,3.41831,0.226738,4.01296,0.00164779,6.38422e-06,4.58153e-06,3.44717e-05,0.000167938,2.37948e-06,1.16535e-05,0.000492771,1.75808e-05,0.0340569,0.00034119,0,4.52721e-06,1.06819e-09,0.00268172,0.000420891,4.2618e-06
121,1982-01-30,00:00:00.00,0.0361396,0.0370601,1.41403,0.312538,3.35373,0.329378,3.92007,0.00157643,6.16191e-06,4.42198e-06,3.5027e-05,0.000148188,2.29662e-06,1.12477e-05,0.000437029,1.92354e-05,0.0328703,0.000320614,0,4.36955e-06,1.031e-09,0.00252156,0.000386239,3.96958e-06
122,1982-01-31,00:00:00.00,0.504308,0.0370291,1.37777,0.31912,3.28916,0.347628,3.85549,0.00144998,5.94733e-06,4.26799e-06,3.49277e-05,0.000129247,2.21664e-06,1.0856e-05,0.000291997,1.87081e-05,0.0317172,0.000301185,0,4.21739e-06,9.95092e-10,0.00237097,0.000326145,3.71045e-06
123,1982-02-01,00:00:00.00,1.18848,0.0372164,1.34152,0.279144,3.22458,0.313061,3.79092,0.00134371,5.74022e-06,4.11936e-06,3.41785e-05,0.000112739,2.13945e-06,1.0478e-05,0.000205535,1.80566e-05,0.0305901,0.000283036,0,4.07052e-06,9.60439e-10,0.00222937,0.000285446,3.47961e-06
124,1982-02-02,00:00:00.00,3.7529,0.0376956,1.27683,0.275236,3.13158,0.305332,3.69792,0.00125537,5.54032e-06,3.97591e-06,3.31248e-05,9.84058e-05,2.06494e-06,1.01131e-05,0.000150838,1.74278e-05,0.0295209,0.000265904,0,3.92877e-06,9.26992e-10,0.00209623,0.000250777,3.273e-06
125,1982-02-03,00:00:00.00,2.09322,0.0380149,1.23928,0.247174,3.09403,0.281528,3.63205,0.00118641,5.34738e-06,3.83745e-06,3.20005e-05,8.63113e-05,1.99303e-06,9.76089e-06,0.000117486,1.68209e-05,0.0287226,0.000249892,0,3.79195e-06,8.94711e-10,0.00197104,0.000225872,3.0872e-06
126,1982-02-04,00:00:00.00,0.458961,0.0380655,1.20172,0.244947,3.02816,0.277674,3.56618,0.0011235,5.16116e-06,3.70381e-06,3.08908e-05,7.58563e-05,1.92363e-06,9.42098e-06,9.45426e-05,1.62351e-05,0.0283008,0.000234782,0,3.6599e-06,8.63553e-10,0.00185333,0.000202262,2.91932e-06
127,1982-02-05,00:00:00.00,0.0666472,0.0377243,1.20172,0.221759,2.99984,0.25704,3.53786,0.00107093,4.98143e-06,3.57483e-06,2.98156e-05,6.70152e-05,1.85664e-06,9.0929e-06,7.99825e-05,1.56697e-05,0.0280016,0.000220654,0,3.53245e-06,8.33481e-10,0.00174265,0.000184591,2.7669e-06
128,1982-02-06,00:00:00.00,0.035472,0.0373736,1.20172,0.218025,2.97152,0.250773,3.50954,0.00101965,4.80796e-06,3.45034e-06,2.87774e-05,5.93534e-05,1.79198e-06,8.77625e-06,6.86017e-05,1.5124e-05,0.0275525,0.000207325,0,3.40943e-06,8.04455e-10,0.00163857,0.000166727,2.62788e-06
129,1982-02-07,00:00:00.00,0.0281627,0.0369578,1.16417,0.199404,2.90565,0.233424,3.44367,0.000975231,4.64052e-06,3.33019e-06,2.77752e-05,5.28523e-05,1.72958e-06,8.47062e-06,6.09857e-05,1.45974e-05,0.026937,0.000194857,0,3.2907e-06,7.76441e-10,0.00154072,0.000153054,2.5005e-06
130,1982-02-08,00:00:00.00,1.97647,0.036635,1.16417,0.196357,2.90565,0.22845,3.41536,0.000930552,4.47892e-06,3.21422e-06,2.6808e-05,4.72009e-05,1.66935e-06,8.17564e-06,5.41397e-05,1.4089e-05,0.0262455,0.000183097,0,3.17611e-06,7.49402e-10,0.0014487,0.000138786,2.38327e-06
131,1982-02-09,00:00:00.00,0.226765,0.0363265,1.16417,0.182425,2.90565,0.215717,3.38704,0.00089123,4.32295e-06,3.10228e-06,2.58744e-05,4.23857e-05,1.61121e-06,7.89093e-06,4.93269e-05,1.35984e-05,0.0255432,0.000172092,0,3.0655e-06,7.23305e-10,0.00136218,0.000127746,2.27492e-06
132,1982-02-10,00:00:00.00,0.0795972,0.0360606,1.16417,0.180204,2.87734,0.211952,3.38704,0.000851203,4.1724e-06,2.99425e-06,2.49734e-05,3.81839e-05,1.5551e-06,7.61614e-06,4.4514e-05,1.31248e-05,0.0248701,0.000161715,0,2.95875e-06,6.98116e-10,0.00128083,0.000116065,2.17439e-06
133,1982-02-11,00:00:00.00,0.0107148,0.0356969,1.16417,0.169095,2.84902,0.20151,3.35872,0.000815721,4.0271e-06,2.88998e-06,2.41037e-05,3.45857e-05,1.50095e-06,7.35091e-06,4.10163e-05,1.26678e-05,0.024237,0.000152001,0,2.85571e-06,6.73805e-10,0.00120434,0.00010698,2.08076e-06
134,1982-02-12,00:00:00.00,0.069905,0.0353508,1.16417,0.166737,2.8207,0.197783,3.35872,0.000779456,3.88686e-06,2.78934e-06,2.32643e-05,3.14317e-05,1.44868e-06,7.09492e-06,3.73e-05,1.22266e-05,0.0236371,0.000142843,0,2.75627e-06,6.5034e-10,0.00113242,9.73115e-05,1.99324e-06
135,1982-02-13,00:00:00.00,0.39139,0.035119,1.20172,0.158059,2.88657,0.189432,3.45291,0.000747196,3.75151e-06,2.6922e-06,2.24541e-05,2.87146e-05,1.39823e-06,6.84785e-06,3.45489e-05,1.18008e-05,0.0230557,0.000134267,0,2.66028e-06,6.27693e-10,0.00106479,8.97716e-05,1.91117e-06
136,1982-02-14,00:00:00.00,0.749598,0.0352483,1.27683,0.156829,3.01832,0.186955,3.61297,0.000714194,3.62086e-06,2.59845e-06,2.16722e-05,2.63201e-05,1.34954e-06,6.60938e-06,3.15422e-05,1.13899e-05,0.0224796,0.000126183,0,2.56764e-06,6.05834e-10,0.0010012,8.17313e-05,1.83397e-06
137,1982-02-15,00:00:00.00,1.067,0.03603,1.38949,0.152606,3.21593,0.182607,3.8389,0.000684771,3.49477e-06,2.50796e-06,2.09175e-05,2.4243e-05,1.30254e-06,6.37921e-06,2.92941e-05,1.09932e-05,0.0219005,0.000118611,0,2.47822e-06,5.84736e-10,0.000941405,7.54498e-05,1.76116e-06
138,1982-02-16,00:00:00.00,0.411276,0.06297,1.50216,0.479904,3.47017,0.470293,4.12146,0.00065469,3.37307e-06,2.42062e-06,2.0291e-05,0.00296983,1.25718e-06,6.15706e-06,7.02111e-05,1.30513e-05,0.0221197,0.00264031,0,2.39192e-06,5.64373e-10,0.000885183,8.05669e-05,1.69231e-06
139,1982-02-17,00:00:00.00,0.288872,0.154283,1.68992,1.41934,3.79953,1.39359,4.53576,0.0052286,3.2556e-06,2.33632e-06,1.99069e-05,0.00961292,1.2134e-06,5.94265e-06,0.00304663,0.000414504,0.0255957,0.0121455,0,2.30862e-06,5.44719e-10,0.000832319,0.0059439,1.62705e-06
140,1982-02-18,00:00:00.00,0.654848,0.278263,1.80259,2.56492,4.02546,2.60101,4.93159,0.0340646,3.14223e-06,2.25496e-06,3.84045e-05,0.0313477,1.17115e-06,5.7357e-06,0.0241329,0.024492,0.0336947,0.0236205,0,2.22823e-06,5.2575e-10,0.000793486,0.0434377,1.56508e-06
141,1982-02-19,00:00:00.00,0.0742962,0.250176,1.84014,2.40039,4.20459,2.9473,5.36558,0.0761278,6.63337e-06,2.17644e-06,0.000190375,0.0684573,1.13036e-06,5.53596e-06,0.0589014,0.0757423,0.043429,0.0299985,0,2.18495e-06,5.07441e-10,0.000789283,0.0996883,1.5067e-06
142,1982-02-20,00:00:00.00,0.0643374,0.629289,1.84014,6.99555,4.37449,6.99421,5.87528,0.106969,1.18101e-05,2.10064e-06,0.000596011,0.114738,1.091e-06,5.34317e-06,0.0787312,0.129577,0.0499201,0.0309752,0,2.14319e-06,4.8977e-10,0.000805463,0.128204,1.45148e-06
143,1982-02-21,00:00:00.00,0.228011,0.60572,1.9528,7.5966,4.79864,8.20489,6.46933,0.131253,5.36778e-05,2.523e-06,0.00182349,0.158272,1.08778e-06,5.39759e-06,0.0928609,0.170028,0.0542199,0.0369925,0,4.10589e-06,4.72714e-10,0.000819522,0.183206,1.90761e-06
144,1982-02-22,00:00:00.00,0.373173,0.91304,3.3423,9.99058,6.83942,11.1469,8.19863,0.162393,0.000350142,3.01322e-06,0.00550944,0.211322,1.0851e-06,5.4639e-06,0.177772,0.25093,0.064645,0.0585725,0,7.79974e-06,4.56252e-10,0.0111454,0.259113,0.000109046
145,1982-02-23,00:00:00.00,3.20998,0.906067,4.28114,10.0488,8.23134,12.8398,9.42064,0.247684,0.00272566,2.29329e-05,0.0177561,0.330932,3.46849e-06,1.03943e-05,0.267543,0.375019,0.0854465,0.0887015,0,1.07578e-05,4.40364e-10,0.036203,0.419255,0.000441418
146,1982-02-24,00:00:00.00,4.5615,1.32332,3.64273,14.6257,7.67787,16.8989,9.00876,0.349219,0.00573542,4.06122e-05,0.0400616,0.48746,5.87054e-06,1.49609e-05,0.344156,0.517215,0.106578,0.0999936,0,1.1842e-05,4.25028e-10,0.0585315,0.512273,0.000867135
147,1982-02-25,00:00:00.00,3.10593,1.3192,3.00431,15.4914,7.26599,18.1779,8.59688,0.388821,0.00603023,3.57652e-05,0.0628868,0.554784,5.76817e-06,1.3768e-05,0.335333,0.514901,0.121032,0.105925,0,1.14584e-05,4.10227e-10,0.0668679,0.639162,0.00114279
148,1982-02-26,00:00:00.00,0.327346,1.08318,2.40345,12.9744,6.75008,15.8524,8.05265,0.409696,0.00465656,3.13215e-05,0.0774957,0.598719,5.56729e-06,1.2496e-05,0.384972,0.66702,0.128067,0.106312,0,1.10593e-05,3.95941e-10,0.0660067,0.725477,0.00119082
149,1982-02-27,00:00:00.00,0.0478603,1.07825,2.17813,12.4696,6.6097,14.5216,7.79901,0.446275,0.00335162,2.82802e-05,0.0831623,0.691425,5.37342e-06,1.15869e-05,0.430738,0.762232,0.127814,0.0991734,0,1.06742e-05,3.82153e-10,0.0624873,0.684665,0.00109212
150,1982-02-28,00:00:00.00,0.112725,0.855501,1.99036,9.97171,6.50689,12.0783,7.58292,0.46765,0.00250365,2.61524e-05,0.0835539,0.761378,5.18629e-06,1.09059e-05,0.406535,0.73183,0.122807,0.0924907,0,1.03025e-05,3.68845e-10,0.0587485,0.65469,0.000944743
151,1982-03-01,00:00:00.00,0.670281,0.851191,1.84014,9.54189,6.35667,11.0487,7.48934,0.459696,0.00198553,2.4573e-05,0.0816645,0.763162,5.00569e-06,1.03638e-05,0.390758,0.701142,0.115347,0.0841621,0,9.94371e-06,3.56e-10,0.0552053,0.618288,0.000800149
152,1982-03-02,00:00:00.00,0.00438527,0.678345,2.0812,7.63887,6.68268,9.20915,7.87199,0.438207,0.00166427,2.3326e-05,0.0789546,0.72281,4.83137e-06,9.90795e-06,0.366286,0.656201,0.107402,0.0777964,0,9.59743e-06,3.43603e-10,0.0518785,0.591453,0.000673762
153,1982-03-03,00:00:00.00,5.47757,0.67528,1.94836,7.31339,6.54984,8.46848,7.85241,0.413491,0.00145881,2.22848e-05,0.0760096,0.675174,4.66312e-06,9.50736e-06,0.350301,0.628687,0.0996705,0.0708869,0,9.2632e-06,3.31637e-10,0.048755,0.550849,0.000566695
154,1982-03-04,00:00:00.00,1.6859,0.541171,1.90408,5.86489,6.50556,7.08008,7.60991,0.390322,0.00132171,2.13748e-05,0.0730833,0.628345,4.50073e-06,9.14377e-06,0.328681,0.588402,0.0926851,0.065616,0,8.94062e-06,3.20088e-10,0.0458222,0.521154,0.000476602
155,1982-03-05,00:00:00.00,0.924479,0.539039,1.81552,5.61899,6.33205,6.53718,7.46472,0.368339,0.00122519,2.05521e-05,0.0702434,0.585836,4.344e-06,8.80633e-06,0.314523,0.563733,0.0866313,0.0599884,0,8.62927e-06,3.08941e-10,0.0430679,0.484603,0.000400867
156,1982-03-06,00:00:00.00,0.495723,0.435067,1.63839,4.4912,6.06997,5.46463,7.23096,0.348188,0.00115299,1.97906e-05,0.0675195,0.545353,4.19272e-06,8.48853e-06,0.295238,0.52762,0.0818999,0.05561,0,8.32876e-06,2.98183e-10,0.0404808,0.457827,0.000337206
157,1982-03-07,00:00:00.00,0.0329326,0.43291,1.59411,4.30295,5.85579,5.05374,7.01678,0.329174,0.00109556,1.90746e-05,0.0648995,0.508733,4.04671e-06,8.18641e-06,0.282589,0.505501,0.0778397,0.050998,0,8.03872e-06,2.87799e-10,0.0380507,0.426057,0.000283688
158,1982-03-08,00:00:00.00,0.13342,0.350983,1.46127,3.43763,5.55305,4.22862,6.8273,0.311621,0.00104729,1.83946e-05,0.0623901,0.473779,3.90579e-06,7.89752e-06,0.265323,0.473129,0.0738332,0.0473409,0,7.75878e-06,2.77776e-10,0.0357677,0.399406,0.000238696
159,1982-03-09,00:00:00.00,0.500228,0.349613,1.41699,3.29528,5.28223,3.91767,6.55649,0.295096,0.00100491,1.77449e-05,0.0599765,0.442202,3.76977e-06,7.62027e-06,0.253984,0.453297,0.0698654,0.0435378,0,7.48859e-06,2.68103e-10,0.0336228,0.369916,0.000200868
160,1982-03-10,00:00:00.00,0.0582486,0.286005,1.46127,2.64656,5.32651,3.29785,6.54414,0.279738,0.00096645,1.71216e-05,0.0576643,0.411993,3.63849e-06,7.3536e-06,0.238502,0.424277,0.0662322,0.0404671,0,7.2278e-06,2.58767e-10,0.0316073,0.344856,0.000169062
161,1982-03-11,00:00:00.00,0.653028,0.287276,1.59411,2.69398,5.54431,3.22773,6.73361,0.265311,0.000930769,1.65222e-05,0.05544,0.384737,3.51179e-06,7.09675e-06,0.229027,0.407029,0.0626924,0.0373122,0,6.9761e-06,2.49755e-10,0.0297134,0.318562,0.000142318
162,1982-03-12,00:00:00.00,0.769351,0.240354,1.46127,2.26509,5.49641,2.84653,6.8273,0.251816,0.000897172,1.5945e-05,0.0533086,0.358606,3.38949e-06,6.84917e-06,0.216151,0.381815,0.0596554,0.0347212,0,6.73317e-06,2.41058e-10,0.0279336,0.297647,0.00011983
163,1982-03-13,00:00:00.00,1.02154,0.240748,1.1513,2.20163,5.1015,2.71909,6.34744,0.239168,0.000865235,1.53886e-05,0.0512581,0.335181,3.27146e-06,6.61039e-06,0.214037,0.372932,0.057454,0.0320888,0,6.49869e-06,2.32663e-10,0.026261,0.277435,0.000100919
164,1982-03-14,00:00:00.00,0.491577,0.203044,1.06274,2.1235,4.92799,2.62492,6.00402,0.22727,0.000834699,1.48521e-05,0.0492929,0.312756,3.15753e-06,6.38003e-06,0.206953,0.353926,0.0556829,0.0298924,0,6.27238e-06,2.24561e-10,0.0246889,0.262647,8.50146e-05
165,1982-03-15,00:00:00.00,0.0400819,0.202522,1.19558,2.02001,4.91924,2.46653,5.99528,0.21613,0.000805394,1.43345e-05,0.0474021,0.291198,3.04757e-06,6.15777e-06,0.19362,0.339938,0.0537283,0.0276838,0,6.05395e-06,2.16741e-10,0.0232113,0.244525,7.16388e-05
