time,date,hour,precip [mm/day],sub113496 [m3/s],sub113496 (observed) [m3/s],sub113500 [m3/s],sub113500 (observed) [m3/s],sub113518 [m3/s],sub113518 (observed) [m3/s],sub113637 [m3/s],sub113675 [m3/s],sub113741 [m3/s],sub113827 [m3/s],sub113850 [m3/s],sub113862 [m3/s],sub113884 [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub114036 [m3/s],sub114115 [m3/s],sub114119 [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114285 [m3/s],sub114383 [m3/s],sub114428 [m3/s]
11167,2012-04-28,00:00:00.00,3.05388,3.01599,34.5899,51.0274,90.0003,80.4231,97.929,3.30117,0.0493241,0.347663,0.567621,2.33228,0.0404537,0.44352,0.865205,1.56877,19.2236,12.9248,1.28381,0.0192727,3.23323,3.55767,1.61337,2.1967
11168,2012-04-29,00:00:00.00,17.7211,3.71799,27.3663,53.7739,89.4549,85.0552,95.4014,3.91373,0.0520106,0.394556,0.569363,2.47558,0.0465707,0.469732,1.04524,1.83931,22.5626,14.603,1.47438,0.0215063,3.6724,4.03195,1.95224,2.24815
11169,2012-04-30,00:00:00.00,4.42699,3.0488,18.4294,76.5895,81.5745,105.313,86.5866,4.6526,0.062972,0.479649,0.613118,2.6744,0.0570681,0.536806,1.17656,1.97091,25.4836,15.4293,1.7925,0.0258885,4.28458,4.85861,2.26296,2.53846
11170,2012-05-01,00:00:00.00,0.943573,2.80396,15.3733,75.0992,75.6952,105.781,80.3108,4.94058,0.0732067,0.512631,0.682894,2.89892,0.0604171,0.580905,1.11195,1.78247,26.8196,15.4878,1.75824,0.028264,4.6548,5.32322,2.18753,2.96866
11171,2012-05-02,00:00:00.00,0.487279,2.90168,12.3495,56.974,68.6484,86.5419,74.1135,5.33767,0.0753767,0.512222,0.74809,3.32293,0.0602945,0.590944,1.33936,2.21767,27.1568,14.7433,1.70711,0.028492,4.91314,5.6796,2.55766,3.36704
11172,2012-05-03,00:00:00.00,0.673629,2.82263,10.5525,52.8389,63.9324,80.3954,69.3975,5.64415,0.0731779,0.50649,0.791053,3.55052,0.0599021,0.585693,1.46435,2.48392,26.8514,14.2352,1.70711,0.0283709,5.15698,6.03379,2.82453,3.62287
11173,2012-05-04,00:00:00.00,0.940451,2.73152,8.71727,45.5939,59.2182,64.4034,64.8816,5.75337,0.07031,0.497253,0.80725,3.67762,0.0587346,0.575917,1.49013,2.63063,26.2612,13.87,1.58821,0.0284026,5.32075,6.34156,2.8316,3.72108
11174,2012-05-05,00:00:00.00,0.677454,2.672,7.7232,44.2436,52.5518,61.4932,57.2524,5.72083,0.0694383,0.507317,0.804818,3.67466,0.0599288,0.573609,1.4842,2.62293,25.6945,13.6236,1.58821,0.0279613,5.35516,6.43835,2.78945,3.71178
11175,2012-05-06,00:00:00.00,0.283958,2.72168,7.22616,33.2577,47.2263,47.3243,51.7287,5.67705,0.0694863,0.525036,0.792421,3.59863,0.061579,0.575986,1.49175,2.65659,25.0919,13.2999,1.4776,0.027114,5.28589,6.32102,2.79231,3.64187
11176,2012-05-07,00:00:00.00,10.7769,2.60654,6.57619,32.3588,42.6592,44.7753,46.6518,5.89415,0.0748836,0.680179,0.815606,3.72595,0.077002,0.666494,1.5872,2.80456,24.8943,13.1355,1.51703,0.0307726,5.19004,6.13827,2.96487,3.59077
11177,2012-05-08,00:00:00.00,3.63089,2.56036,6.07915,29.7293,39.0176,41.3105,42.5856,6.33793,0.0847078,0.910503,0.898112,4.0306,0.100063,0.878095,1.70378,2.92065,24.9321,12.8745,1.42427,0.0368548,5.37465,6.24494,3.20327,3.71404
11178,2012-05-09,00:00:00.00,0.0107607,2.51119,6.49972,29.3906,37.1568,40.6244,39.677,6.50482,0.0886493,0.991626,0.989147,4.1729,0.10688,1.05638,1.68819,2.85795,24.6514,12.6394,1.37467,0.0386033,5.65257,6.58896,3.20159,4.03333
11179,2012-05-10,00:00:00.00,0.00568842,2.64703,10.0937,30.0301,39.9238,42.0697,42.2741,6.51081,0.0867681,0.97837,1.04242,4.16485,0.104314,1.1183,1.72246,2.95453,24.238,12.3065,1.39116,0.037773,5.64618,6.77748,3.25495,4.36474
11180,2012-05-11,00:00:00.00,0.0396093,2.86062,14.9876,33.6787,45.3183,45.284,48.8862,6.47295,0.0831042,0.950748,1.05322,4.10281,0.101343,1.10941,1.75959,3.02809,23.7904,12.1639,1.34271,0.0365104,5.49217,6.69544,3.31819,4.5371
11181,2012-05-12,00:00:00.00,2.82994,2.70481,13.4582,36.0427,45.2993,49.6077,49.4619,6.42293,0.0803137,0.950311,1.04691,4.06221,0.101715,1.10148,1.72304,2.98064,23.3534,12.0883,1.24919,0.037159,5.38412,6.50374,3.24013,4.56017
11182,2012-05-13,00:00:00.00,0.00369365,3.16582,10.8201,37.151,43.1944,49.973,47.1022,6.35634,0.078182,0.953309,1.03898,3.99942,0.101989,1.1053,1.70405,2.94713,22.9499,11.9271,1.20569,0.0383165,5.29357,6.32799,3.19375,4.52348
11183,2012-05-14,00:00:00.00,0.0170063,3.16984,9.97898,30.73,42.3116,41.7195,46.0211,6.22715,0.0756222,0.929768,1.02454,3.86407,0.0991056,1.09042,1.65744,2.86909,22.324,11.2856,1.12172,0.0375756,5.16654,6.12411,3.10465,4.45349
11184,2012-05-15,00:00:00.00,0.00246455,2.47426,12.0818,27.6907,44.9333,38.2513,49.1525,6.08237,0.0729071,0.899071,1.00124,3.72733,0.0957693,1.06031,1.6201,2.8212,21.5651,10.8499,1.08265,0.0363256,5.01029,5.89819,3.02189,4.34706
11185,2012-05-16,00:00:00.00,0.0179028,2.72056,15.7523,31.6712,50.1209,41.7372,55.2746,5.90484,0.0702404,0.867944,0.972532,3.58457,0.0924529,1.02524,1.54943,2.69627,20.7524,10.4107,1.00725,0.0350697,4.85203,5.65467,2.89986,4.20991
11186,2012-05-17,00:00:00.00,0.00285282,3.97385,21.0667,35.3385,59.2055,45.4351,65.775,5.73903,0.0676985,0.837715,0.94148,3.44596,0.0892354,0.990025,1.5014,2.62724,20.0438,10.1501,0.972173,0.0338576,4.69302,5.4258,2.80611,4.05857
11187,2012-05-18,00:00:00.00,0.0390649,5.1781,25.6548,48.8905,69.9097,64.7439,77.8101,5.56948,0.0652812,0.808522,0.909951,3.30003,0.0861281,0.955842,1.43927,2.50847,19.4271,9.93058,0.904463,0.0327153,4.54001,5.20084,2.69711,3.90773
11188,2012-05-19,00:00:00.00,5.6344,9.20054,20.1491,55.0285,71.0175,71.9545,78.4365,5.6226,0.0630634,0.782367,0.891968,3.33673,0.0835202,0.926121,1.46336,2.58123,18.9775,9.77555,0.872965,0.0331966,4.49635,5.17237,2.72343,3.78759
11189,2012-05-20,00:00:00.00,8.30555,8.2703,14.6435,73.4544,68.6107,94.5949,74.8121,5.8196,0.0621845,0.795531,0.910058,3.54045,0.0867989,0.951603,1.52643,2.67874,18.585,9.44421,0.812165,0.04007,4.72517,5.52604,2.83002,3.81051
11190,2012-05-21,00:00:00.00,0.524947,9.45566,11.5848,75.4306,64.6201,99.2608,69.7171,5.8385,0.0618468,0.818338,0.949618,3.64009,0.0906562,1.02249,1.49863,2.58815,18.1558,9.21674,0.783882,0.0476478,4.97664,5.9331,2.80858,4.0171
11191,2012-05-22,00:00:00.00,0.0600153,9.34338,12.1201,58.3177,62.6216,77.966,67.9169,5.81913,0.0603936,0.803705,0.972888,3.70155,0.088671,1.06112,1.54922,2.76384,17.6385,8.82791,0.729286,0.0489794,4.97427,6.12292,2.851,4.24058
11192,2012-05-23,00:00:00.00,0.840796,9.84867,25.7312,59.6715,75.3572,76.4146,82.0683,5.78708,0.058653,0.779233,0.975025,3.77451,0.0857843,1.05763,1.59197,2.89271,17.1034,8.57702,0.703889,0.0483242,4.86385,6.10846,2.87958,4.32997
11193,2012-05-24,00:00:00.00,6.52796,10.5496,31.5428,60.2918,85.9669,72.3652,93.4425,5.74893,0.0573472,0.788748,0.979707,3.89491,0.0882293,1.1432,1.56117,2.85627,16.563,8.22899,0.654865,0.0515187,4.96476,6.20713,2.82496,4.40625
11194,2012-05-25,00:00:00.00,2.38642,10.8854,21.5255,59.4469,81.0291,71.2862,87.9101,5.71853,0.0560619,0.818484,0.992337,3.95283,0.0929066,1.32576,1.54478,2.8137,16.2033,8.00427,0.632059,0.05555,5.22334,6.50357,2.79937,4.55243
11195,2012-05-26,00:00:00.00,3.02502,9.99968,15.0258,76.9578,73.9087,90.3861,79.9968,5.71887,0.0544424,0.822801,1.00055,3.9226,0.0932341,1.45423,1.54956,2.82127,16.0121,7.72646,0.603599,0.0580717,5.40118,6.82801,2.78939,4.69578
11196,2012-05-27,00:00:00.00,0.231793,9.90682,11.3936,76.0819,65.1995,93.2789,70.6364,5.69532,0.052722,0.808547,1.00275,3.90726,0.0914032,1.49819,1.5535,2.83335,15.7905,7.63507,0.59881,0.0598242,5.46088,6.99784,2.78209,4.80048
11197,2012-05-28,00:00:00.00,9.75342,9.89814,9.21431,58.1343,59.9676,72.8782,65.6876,5.86171,0.0534882,0.862161,1.04851,4.25837,0.10088,1.58475,1.63072,2.9739,15.6052,7.41704,0.574004,0.0620079,5.45756,7.0843,2.88427,4.90373
11198,2012-05-29,00:00:00.00,22.7465,9.78482,7.68496,54.6234,54.651,67.6551,61.6736,6.37028,0.0645292,1.1453,1.23872,4.92671,0.144206,2.04696,1.78521,3.14162,16.1895,7.39992,0.607256,0.0810881,5.98634,7.65542,3.13735,5.42217
11199,2012-05-30,00:00:00.00,2.43004,9.85152,7.11146,43.838,48.5808,55.6741,55.6883,6.89344,0.0793208,1.454,1.51808,5.43188,0.184456,2.70046,1.91285,3.2952,17.0514,7.29028,0.596126,0.106034,6.78692,8.81036,3.33902,6.62913
11200,2012-05-31,00:00:00.00,1.17838,9.57072,7.37909,41.8025,44.2585,52.4675,50.7997,7.09274,0.0852232,1.54008,1.74862,5.66436,0.189887,3.05338,1.93141,3.32693,17.1324,7.09554,0.586961,0.11443,7.29203,9.72608,3.35102,8.20663
11201,2012-06-01,00:00:00.00,0.878031,9.58369,8.10553,40.2157,41.8819,51.007,47.8001,7.37448,0.085439,1.58084,1.89084,5.95629,0.19472,3.15101,2.06456,3.61097,17.0696,7.10218,0.644587,0.115447,7.42573,10.4417,3.57117,9.6386
11202,2012-06-02,00:00:00.00,0.282452,9.51236,10.6503,40.2779,43.041,50.2708,48.7893,7.57123,0.0836905,1.61742,1.951,6.1529,0.200779,3.14961,2.16151,3.82436,16.9856,7.08857,0.62214,0.11534,7.39856,10.9215,3.79479,10.521
11203,2012-06-03,00:00:00.00,0.0937438,10.0149,22.3053,44.705,56.0766,52.6179,62.9575,7.64448,0.0806438,1.58876,1.95024,6.22307,0.196684,3.09793,2.25098,4.06646,16.7195,6.81622,0.578809,0.112614,7.23492,11.0566,3.88243,10.7774
11204,2012-06-04,00:00:00.00,1.21268,10.4915,39.9888,50.6085,83.0307,57.5682,92.3753,7.60295,0.082097,1.57411,1.9388,6.20838,0.194652,3.05174,2.272,4.13092,16.2887,6.646,0.558652,0.110692,7.0044,10.8641,3.86688,10.602
11205,2012-06-05,00:00:00.00,0.0206569,10.3567,32.192,65.4767,81.5756,71.6336,89.3344,7.38265,0.0856471,1.56337,1.9378,6.02154,0.19316,3.00441,2.1075,3.96321,15.6701,6.35237,0.519743,0.10912,6.80599,10.4775,3.71571,10.2326
11206,2012-06-06,00:00:00.00,2.6222,10.4011,30.9059,68.8521,89.278,76.0073,97.9147,7.16458,0.0849054,1.52507,1.92264,5.75765,0.188247,2.92904,2.00442,3.85842,15.2945,6.17003,0.501643,0.106297,6.77853,10.253,3.59768,9.8418
11207,2012-06-07,00:00:00.00,3.95131,11.3003,35.8091,81.0182,106.346,90.6312,119.542,7.02505,0.0820011,1.479,1.88609,5.52343,0.182765,2.83754,1.95581,3.72044,16.0666,6.45349,0.577428,0.103629,6.82523,10.1745,3.46217,9.54271
11208,2012-06-08,00:00:00.00,1.15646,11.3346,25.7214,80.9814,102.517,96.6861,114.183,6.94191,0.0787655,1.43079,1.83353,5.33402,0.176733,2.74258,1.9197,3.64242,17.5599,7.08847,0.753685,0.10085,6.72195,9.96399,3.35935,9.32673
11209,2012-06-09,00:00:00.00,0.0544567,10.067,18.0854,84.6527,93.2018,99.1492,103.452,6.80719,0.0757551,1.38351,1.77429,5.1392,0.170754,2.6495,1.85592,3.49959,18.8845,7.86759,0.85562,0.0977202,6.56939,9.64427,3.22953,9.10911
11210,2012-06-10,00:00:00.00,3.121,10.02,15.5132,84.0866,85.6462,96.8208,96.6614,6.71316,0.074512,1.35448,1.7154,4.99897,0.166346,2.56455,1.84943,3.49667,19.5767,7.95052,0.825824,0.1002,6.45645,9.448,3.17605,8.92395
11211,2012-06-11,00:00:00.00,1.33801,9.99144,13.9458,78.0317,76.8982,91.6882,88.5647,6.58369,0.075577,1.3812,1.66375,4.85863,0.165307,2.50794,1.80589,3.41532,19.5836,7.84102,0.895886,0.104441,6.39134,9.30111,3.10159,8.8441
11212,2012-06-12,00:00:00.00,10.8506,9.97496,12.1775,75.757,71.5055,90.0582,82.4075,7.08636,0.0763377,1.41949,1.66271,5.27639,0.165915,2.48779,1.93727,3.55271,20.703,8.09832,1.00578,0.108922,6.81702,9.7636,3.36252,8.95507
11213,2012-06-13,00:00:00.00,0.479339,10.1353,14.4683,73.1104,68.6991,87.2083,79.4029,7.67402,0.0752372,1.40888,1.73787,5.83743,0.163892,2.4677,2.07104,3.69897,22.2063,8.03766,0.983335,0.113426,7.28786,10.7857,3.64088,9.28537
11214,2012-06-14,00:00:00.00,0.103143,10.1475,20.1753,72.4908,70.4457,85.219,80.9512,7.60139,0.0730139,1.36861,1.83749,5.9184,0.158846,2.41755,1.92244,3.47792,22.3524,7.6374,0.949091,0.11229,7.34533,11.2254,3.41582,9.62735
11215,2012-06-15,00:00:00.00,4.42688,10.6611,29.5395,72.2999,81.1767,85.3018,90.9177,7.71645,0.0706943,1.33212,1.9188,6.13942,0.155931,2.35656,1.99505,3.68268,22.3494,7.69962,1.11756,0.117641,7.38308,11.3646,3.56743,9.83684
11216,2012-06-16,00:00:00.00,0.88091,10.6523,26.3243,72.7227,81.7224,84.8233,90.1608,8.00192,0.0684602,1.31078,1.9745,6.28545,0.154429,2.3295,2.11794,3.88198,22.3769,7.64896,1.07864,0.125211,7.4985,11.4751,3.83953,9.98297
11217,2012-06-17,00:00:00.00,0.060592,10.2746,21.9436,71.3124,80.5999,87.2441,88.8684,8.1452,0.0661703,1.286,1.99122,6.13797,0.150691,2.3238,2.11186,3.81659,21.9918,7.29954,1.00351,0.124377,7.463,11.3576,3.92378,10.0468
11218,2012-06-18,00:00:00.00,0.29201,10.2489,25.4803,72.0707,86.3514,87.5186,94.7049,8.09728,0.0638914,1.24809,1.97097,5.96153,0.145767,2.29063,2.07175,3.74489,21.3894,7.11843,0.972229,0.120629,7.27866,11.05,3.87509,9.93866
11219,2012-06-19,00:00:00.00,2.20093,10.7631,40.9936,73.9193,107.773,89.8846,116.806,7.97574,0.0618084,1.21854,1.93407,5.82416,0.143041,2.23359,2.00564,3.62326,20.7578,6.84759,0.906128,0.118763,7.15168,10.7161,3.70865,9.71924
11220,2012-06-20,00:00:00.00,2.8705,10.8135,39.7879,74.4007,118.155,90.5068,125.773,7.88188,0.0600259,1.20131,1.90208,5.71503,0.141709,2.18832,1.97889,3.55878,20.3875,6.66352,0.875932,0.119286,7.16064,10.5153,3.63836,9.56338
11221,2012-06-21,00:00:00.00,8.44771,10.3674,33.1565,76.2369,117.701,98.9268,125.233,8.1468,0.0597927,1.2108,1.88697,5.58731,0.145288,2.21134,1.98528,3.49309,21.0203,6.66245,0.915987,0.120235,7.57667,10.6946,3.70125,9.60855
11222,2012-06-22,00:00:00.00,1.51079,10.3262,26.1233,75.0067,108.401,99.9958,116.414,8.64745,0.0601777,1.22927,1.8882,5.55502,0.151352,2.279,2.03071,3.51435,22.0047,6.74177,0.989467,0.119689,8.02516,11.0863,3.85545,9.78503
11223,2012-06-23,00:00:00.00,0.0925475,10.2102,22.2249,76.1976,98.3185,96.5506,107.748,8.94726,0.0591144,1.21292,1.89348,5.50825,0.150625,2.30504,2.01239,3.45601,22.2959,6.73441,1.03868,0.116687,8.0304,11.2232,3.94265,9.90446
11224,2012-06-24,00:00:00.00,0.0467045,10.1898,21.0996,74.5671,92.102,93.7641,102.551,8.89834,0.0572778,1.17643,1.88515,5.35607,0.146035,2.27333,1.93938,3.3516,22.0601,6.6564,1.0025,0.112829,7.83548,11.0303,3.84438,9.85838
11225,2012-06-25,00:00:00.00,1.50478,10.5181,26.7664,76.3761,100.012,91.936,112.84,8.6544,0.0553191,1.13676,1.85661,5.18661,0.141093,2.20982,1.88958,3.26673,21.7695,6.70473,1.01746,0.108937,7.69376,10.6503,3.6751,9.65548
11226,2012-06-26,00:00:00.00,0.630562,10.5164,29.4993,78.4151,105.663,94.7888,118.49,8.42573,0.0534175,1.10225,1.81099,5.00995,0.136924,2.14192,1.86441,3.22965,21.648,6.8505,1.07704,0.10526,7.60247,10.3167,3.57934,9.36784
11227,2012-06-27,00:00:00.00,1.64207,10.0114,32.5537,85.3933,114.404,105.698,127.033,8.21079,0.0516467,1.0724,1.75655,4.80831,0.133679,2.07939,1.78777,3.10926,21.4889,7.07944,1.10729,0.1035,7.51214,10.0363,3.4724,9.10614
11228,2012-06-28,00:00:00.00,4.51913,10.0339,37.055,92.4857,125.199,115.365,139.64,8.04351,0.0499493,1.04115,1.69883,4.61881,0.130047,2.02025,1.73492,3.03481,22.177,7.75482,1.27194,0.102614,7.51324,9.90238,3.38743,8.97494
11229,2012-06-29,00:00:00.00,0.0622408,9.95301,27.2085,88.6188,117.972,106.47,130.715,7.84496,0.0482465,1.00765,1.64141,4.42617,0.125673,1.96156,1.66457,2.91308,23.1488,7.86824,1.24538,0.100132,7.53573,9.85442,3.2586,8.94983
11230,2012-06-30,00:00:00.00,0.0110031,10.0303,22.1446,84.7933,108.907,100.139,121.536,7.64256,0.0465736,0.973193,1.58484,4.25146,0.121302,1.89951,1.61429,2.84233,23.2407,7.33829,1.18776,0.0968371,7.41728,9.67409,3.15506,8.91009
11231,2012-07-01,00:00:00.00,0.0881495,10.0556,19.4518,79.8495,99.4559,95.3633,110.386,7.43387,0.0449527,0.939369,1.53002,4.07472,0.117078,1.83757,1.54843,2.71467,23.0475,7.76351,1.44945,0.093484,7.25054,9.39253,3.03308,8.77435
11232,2012-07-02,00:00:00.00,0.114126,9.98095,22.7099,78.2449,97.0233,93.0376,107.84,7.25429,0.0433876,0.906881,1.47668,3.91537,0.113001,1.77808,1.50188,2.64469,22.9069,7.93064,1.41322,0.0902296,7.03325,9.09901,2.93668,8.54407
11233,2012-07-03,00:00:00.00,1.43836,10.1422,23.8618,78.9012,96.1866,93.5104,106.352,7.05535,0.0419038,0.878678,1.42723,3.78462,0.109298,1.72079,1.44087,2.52597,22.6994,7.78823,1.35348,0.0870887,6.86314,8.79236,2.82329,8.26969
11234,2012-07-04,00:00:00.00,0.106575,10.1082,22.2573,77.8373,94.2423,92.015,103.275,6.87133,0.0404896,0.852866,1.38245,3.67978,0.105774,1.66585,1.39776,2.46095,22.4144,7.73558,1.34976,0.084059,6.68133,8.52264,2.73371,7.99022
11235,2012-07-05,00:00:00.00,0.301492,10.0896,19.7477,80.9974,90.491,95.8082,99.1276,6.67336,0.0391017,0.826014,1.34003,3.53151,0.102179,1.6118,1.34096,2.35045,21.9566,7.63619,1.30388,0.0811431,6.51641,8.24454,2.62808,7.71777
11236,2012-07-06,00:00:00.00,0.0263702,10.074,16.8267,80.0653,85.091,94.9143,92.51,6.49597,0.0377445,0.798817,1.29743,3.40707,0.0986644,1.55804,1.30077,2.28986,21.4639,7.53068,1.25847,0.0783377,6.32672,7.96758,2.54458,7.45644
11237,2012-07-07,00:00:00.00,0.00905972,9.82855,15.0165,76.6987,78.7775,89.7305,85.9134,6.30868,0.0364306,0.771491,1.25489,3.29141,0.095238,1.50477,1.24792,2.18702,20.8721,7.2066,1.17082,0.0756242,6.16027,7.67535,2.44625,7.20599
11238,2012-07-08,00:00:00.00,0.044401,9.81347,14.3994,74.777,73.0589,86.9704,79.7983,6.14167,0.035162,0.744824,1.21247,3.17108,0.0919253,1.45282,1.21054,2.13063,20.2433,6.9957,1.13005,0.0729955,5.97887,7.40392,2.36852,6.96374
11239,2012-07-09,00:00:00.00,0.0931373,9.81231,14.9754,69.2631,70.294,78.9366,76.9201,5.96566,0.0339377,0.718952,1.17089,3.03152,0.0887245,1.4029,1.16137,2.03495,19.5576,6.66439,1.05135,0.0704551,5.80725,7.13484,2.27701,6.72851
11240,2012-07-10,00:00:00.00,0.119564,9.81219,16.0039,68.4779,69.9062,77.0879,75.966,5.80898,0.0327561,0.693979,1.13017,2.90488,0.0856348,1.35548,1.12659,1.98249,18.9034,6.45927,1.01473,0.0680037,5.63225,6.89164,2.2047,6.5026
11241,2012-07-11,00:00:00.00,0.194568,9.81297,16.621,67.8858,68.6552,75.0802,73.7239,5.635,0.0316155,0.670291,1.09094,2.7723,0.0826941,1.31037,1.08086,1.89351,18.2302,6.11503,0.944058,0.0656381,5.46291,6.64854,2.11958,6.2878
11242,2012-07-12,00:00:00.00,0.655504,9.8141,16.7444,68.1857,69.0216,74.9996,74.0336,5.48119,0.0305149,0.648544,1.05303,2.65557,0.0799268,1.26656,1.04881,1.84514,17.5974,5.90841,0.911182,0.0633534,5.2903,6.4274,2.0527,6.08366
11243,2012-07-13,00:00:00.00,0.128272,9.81638,15.6336,67.7684,69.1043,73.5067,73.8332,5.31458,0.0294527,0.627528,1.01661,2.53482,0.0772265,1.22343,1.00658,1.76283,16.9596,5.59167,0.84772,0.0611476,5.12188,6.20389,1.97394,5.88925
11244,2012-07-14,00:00:00.00,0.10747,9.81906,14.5639,67.049,68.4969,72.626,72.9427,5.16552,0.0284273,0.606162,0.98124,2.42881,0.0745516,1.18116,0.976481,1.71752,16.369,5.40347,0.818199,0.0590182,4.95507,5.99944,1.9113,5.70183
11245,2012-07-15,00:00:00.00,0.0967771,9.82288,14.4817,66.2487,67.9343,70.9515,72.6633,5.00612,0.0274374,0.585156,0.947134,2.31827,0.0719583,1.14049,0.936846,1.64042,15.7791,5.11477,0.761213,0.0569642,4.79583,5.79271,1.8375,5.51949
11246,2012-07-16,00:00:00.00,1.89865,9.83807,13.3709,67.5631,64.1872,73.0454,68.5197,4.86098,0.0264819,0.56505,0.914037,2.2212,0.0694747,1.10202,0.908813,1.59815,15.3093,4.97526,0.734704,0.0549859,4.64275,5.60624,1.77918,5.34405
11247,2012-07-17,00:00:00.00,5.75299,9.96663,12.7949,67.3566,61.6159,74.1657,65.6652,4.70642,0.0255597,0.54572,0.882241,2.11661,0.0670825,1.06531,0.872127,1.52653,15.0326,4.78013,0.683533,0.0530852,4.50427,5.4532,1.71109,5.19037
11248,2012-07-18,00:00:00.00,0.220631,9.97399,11.9309,67.5868,60.3128,73.9756,63.994,4.56731,0.0246696,0.526831,0.851464,2.02269,0.0647522,1.02944,0.846203,1.4873,14.8397,4.66456,0.65973,0.051252,4.37017,5.37941,1.65733,5.07568
11249,2012-07-19,00:00:00.00,2.32659,9.84683,12.548,67.7898,59.8275,74.7035,62.8291,4.41264,0.0238108,0.509577,0.822326,1.95436,0.062592,0.994642,0.81211,1.42067,14.5076,4.4498,0.613781,0.049474,4.2378,5.31448,1.59379,4.98769
11250,2012-07-20,00:00:00.00,0.072577,9.83428,12.7949,65.4904,58.4597,72.5086,59.0564,4.27247,0.022982,0.493398,0.794893,1.90518,0.0605348,0.961201,0.788027,1.38416,14.0839,4.31258,0.592406,0.0477526,4.10183,5.21809,1.54357,4.8921
11251,2012-07-21,00:00:00.00,0.0586397,9.83421,12.26,64.5261,55.5813,70.1022,56.1662,4.12197,0.0221818,0.476868,0.768738,1.79962,0.0584628,0.928646,0.756046,1.3147,13.5805,4.08444,0.551146,0.0460898,3.96988,5.06755,1.48397,4.76899
11252,2012-07-22,00:00:00.00,1.65906,9.83064,11.1904,63.4211,52.9517,68.845,53.5367,3.98555,0.0214093,0.460652,0.742987,1.73579,0.0564448,0.896866,0.733442,1.27572,13.2452,3.97596,0.531953,0.0444855,3.83948,4.90976,1.43692,4.62426
11253,2012-07-23,00:00:00.00,0.776768,9.83053,9.915,62.4844,50.6073,67.0745,51.1766,3.84111,0.0206639,0.44512,0.718029,1.70797,0.0545094,0.86595,0.703741,1.20028,13.0253,3.80923,0.494904,0.0429401,3.71583,4.74416,1.38161,4.47459
11254,2012-07-24,00:00:00.00,0.0176168,9.83065,8.72191,62.0446,48.9728,66.2813,49.5068,3.71113,0.0199444,0.429961,0.693939,1.65944,0.0526349,0.83594,0.682666,1.15448,12.744,3.68421,0.477669,0.0414493,3.59407,4.59393,1.33774,4.33041
11255,2012-07-25,00:00:00.00,3.28575,9.82917,7.77566,61.4119,46.3459,65.1082,46.8248,3.57607,0.0192512,0.41747,0.670802,1.58135,0.0513232,0.807428,0.655039,1.08437,12.3195,3.49689,0.4444,0.0400156,3.47933,4.4432,1.27692,4.19506
11256,2012-07-26,00:00:00.00,0.19941,9.82348,6.706,60.9294,43.6391,64.4579,44.0553,3.45565,0.0185827,0.40612,0.648264,1.51513,0.0501553,0.780231,0.635499,1.03967,11.868,3.36909,0.428924,0.0386359,3.36699,4.30865,1.22969,4.07001
11257,2012-07-27,00:00:00.00,0.0173315,9.82091,6.2123,59.9865,40.2473,63.0938,40.5995,3.33095,0.0179364,0.392842,0.626371,1.44697,0.0485105,0.753571,0.609725,0.975679,11.3949,3.18361,0.39905,0.0372973,3.25973,4.16934,1.16691,3.95206
11258,2012-07-28,00:00:00.00,0.190799,9.81909,6.08888,59.5367,37.3215,62.4949,37.6148,3.21891,0.0173119,0.379303,0.604867,1.38554,0.0468233,0.727585,0.591447,0.935443,10.9506,3.05273,0.385154,0.0360003,3.15371,4.04291,1.11854,3.8348
11259,2012-07-29,00:00:00.00,0.0507967,9.81815,6.25344,42.6116,35.7403,47.1466,35.981,3.10315,0.016709,0.366162,0.583964,1.32192,0.0451955,0.702422,0.567445,0.877965,10.4953,2.85395,0.358329,0.0347471,3.05327,3.91304,1.06169,3.71511
11260,2012-07-30,00:00:00.00,0.259543,8.638,6.29459,39.9807,34.3565,42.8218,34.5709,2.99916,0.0161271,0.353466,0.563596,1.26366,0.0436245,0.678082,0.550436,0.841781,10.0652,2.71789,0.34585,0.0335373,2.95411,3.79659,1.01781,3.59382
11261,2012-07-31,00:00:00.00,0.0103597,8.62584,5.96546,29.7388,32.9134,33.1124,33.1065,2.89083,0.0155655,0.341208,0.543981,1.20206,0.0421077,0.654547,0.528101,0.790153,9.61929,2.51923,0.321762,0.0323694,2.86001,3.677,0.96635,3.47387
11262,2012-08-01,00:00:00.00,0.187705,6.6866,5.47176,27.059,29.1319,29.4713,29.3101,2.79387,0.0150235,0.329362,0.524974,1.14803,0.0406498,0.631796,0.512268,0.757607,9.20257,2.3855,0.310557,0.0312422,2.7669,3.56988,0.926499,3.35635
11263,2012-08-02,00:00:00.00,0.0796258,6.66731,6.40841,22.8388,26.6161,25.1551,26.8054,2.69311,0.0145003,0.317933,0.506705,1.09257,0.0392446,0.609815,0.485064,0.711228,8.78842,2.21216,0.288927,0.0301542,2.67866,3.45921,0.879883,3.24036
11264,2012-08-03,00:00:00.00,1.1739,5.79012,6.25703,21.5943,26.5203,23.4679,26.7304,2.60321,0.0139954,0.308151,0.489071,1.04772,0.0382884,0.588762,0.466229,0.681955,8.41057,2.09687,0.278866,0.0291041,2.59153,3.36032,0.843695,3.12582
