,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
3195,1990-06,0,32.9315,124.389,23.9619,0,213.554,4.0502,5.06128,0,0,0,14.8486,20.4812,90.3719,50.1502,0,0,0,0,0,0,0,
3226,1990-07,0,21.5424,104.015,14.2291,0,157.157,0,0.956103,0,0,0,3.24757,11.3469,73.4544,41.181,0,0,0,0,0,0,0,
3257,1990-08,0,14.3255,81.5951,8.66892,0,138.417,0,0.770502,0,0,0,0.360203,6.00729,54.2696,34.4739,0,0,0,0,0,0,0,
3287,1990-09,0,8.83665,58.3497,4.83549,0,111.156,0,0,0,0,0,0.00112536,2.51924,35.53,27.2151,0,0,0,0,0,0,0,
3318,1990-10,0,5.92652,45.506,2.83622,0,112.342,0,0,0,0,0,0,1.06968,23.7621,23.2118,0,0,0,0,0,0,0,
3348,1990-11,0,5.16631,43.5723,2.2232,0,118.851,0,0,0,0,0,9.09768e-09,0.664832,20.5136,22.7067,0,0,0,0,0,0,0,
3379,1990-12,0,4.90533,42.3827,2.04631,0,125.539,0,0,0,0,0,1.43726e-05,0.556571,19.4234,22.2454,0,0,0,0,0,0,0,
3410,1991-01,0,4.79799,41.7463,1.98295,0,125.969,0,0,0,0,0,0.000114,0.51507,19.0077,21.9685,0,0,0,0,0,0,0,
3438,1991-02,0,4.80304,40.923,2.0404,0,139.069,0.0569134,0.00686329,0,0,0,0.047732,0.640985,18.6782,21.5437,0,0,0,0,0,0,0,
3469,1991-03,0,5.38303,37.8498,2.79849,0,131.071,0.095582,4.06804,0,0,0,1.65776,1.27802,18.3538,19.7798,0,0,0,0,0,0,0,
3499,1991-04,0,16.0769,60.8132,11.6924,0,138.21,0.356691,18.6852,0,0,0,11.718,10.3112,35.9966,23.8395,0,0,0,0,0,0,0,
3530,1991-05,0,28.3624,92.1266,21.5952,0,189.162,5.32877,46.7876,0,0,0,25.2389,18.9718,53.7488,40.6241,0,0,0,0,0,0,0,
3560,1991-06,0,39.5785,97.9554,32.0889,0,206.634,12.2485,46.3882,0,0,0,30.3742,30.7565,72.7025,42.9136,0,0,0,0,0,0,0,
3591,1991-07,0,56.225,112.408,47.293,0,188.347,2.62624,61.3982,0,0,0,51.8265,46.7559,85.2168,45.0266,0,0,0,0,0,0,0,
3622,1991-08,0,34.5977,85.562,28.0548,0,137.783,0,15.9149,0,0,0,21.7669,28.6699,65.1799,35.3947,0,0,0,0,0,0,0,
3652,1991-09,0,14.14,60.7998,9.81687,0,104.638,0,0,0,0,0,1.97626,8.82203,42.4758,27.9265,0,0,0,0,0,0,0,
3683,1991-10,0,8.49112,50.8415,4.9801,0,88.3066,0,0,0,0,0,0.241459,3.26546,31.0534,24.8018,0,0,0,0,0,0,0,
